property,annotation_id_0,response
material,225849,metal
material,2715,ceramic
material,84692,plastic
material,127668,unknown
material,192749,plastic
material,153434,food
material,45401,plastic
material,301299,unknown
material,125548,metal
material,137562,plastic
material,45083,metal
material,134668,fabric
material,30176,glass
material,105055,metal
material,304367,plastic
material,99315,unknown
material,37607,plastic
material,40951,plastic
material,117957,metal
material,272210,glass
material,61495,metal
material,285499,fabric
material,18916,metal
material,300627,plastic
material,18166,metal
material,254668,plastic
material,120195,fabric
material,96838,ceramic
material,296541,fabric
material,262423,plastic
material,184624,metal
material,180602,fabric
material,204866,plastic
material,203900,wood
material,260416,wood
material,19602,food
material,200129,plastic
material,19269,plastic
material,70696,plastic
material,286045,ceramic
material,117289,fabric
material,140333,plastic
material,284172,plastic
material,181095,plastic
material,162029,fabric
material,181679,plastic
material,62959,plastic
material,235613,ceramic
material,2951,metal
material,230991,glass
material,288201,plastic
material,207278,fabric
material,37448,glass
material,168497,plastic
material,185610,plastic
material,307470,ceramic
material,188079,food
material,773,plastic
material,37988,metal
material,172638,plastic
material,220303,plastic
material,221607,metal
material,132269,plastic
material,72679,glass
material,75039,plastic
material,56023,ceramic
material,107656,plastic
material,152397,leather
material,202964,leather
material,66454,leather
material,284643,metal
material,99641,leather
material,40105,ceramic
material,202299,metal
material,250271,ceramic
material,242710,glass
material,136595,glass
material,118626,metal
material,34079,plastic
material,287496,leather
material,236777,fabric
material,187436,fabric
material,217471,plastic
material,245074,wax
material,24811,glass
material,68356,metal
material,204667,plastic
material,132118,metal
material,40715,glass
material,118447,fabric
material,42819,wood
material,291797,plastic
material,130776,metal
material,230717,plastic
material,306735,plastic
material,187413,metal
material,231648,metal
material,228372,wood
material,224956,metal
material,212440,fabric
material,203824,leather
material,233704,metal
material,11114,wood
material,122214,metal
material,74359,glass
material,114409,metal
material,3199,plastic
material,43857,ceramic
material,78800,plastic
material,210713,metal
material,129214,fabric
material,119073,plastic
material,219000,fabric
material,172042,metal
material,191625,plastic
material,82007,plant
material,42985,metal
material,148989,plastic
material,149761,plastic
material,192336,metal
material,188950,metal
material,250990,plastic
material,257383,ceramic
material,218102,plastic
material,13968,fabric
material,83810,metal
material,231571,metal
material,194437,metal
material,173598,plastic
material,135913,metal
material,297029,metal
material,107993,plastic
material,135012,plastic
material,301796,plastic
material,193804,plastic
material,96860,metal
material,5856,wood
material,235065,plastic
material,259662,metal
material,91652,plastic
material,307276,metal
material,255063,leather
material,115274,plastic
material,136731,plastic
material,235094,plastic
material,206600,ceramic
material,274133,paper
material,237997,metal
material,251076,fabric
material,273586,metal
material,52200,wood
material,154466,ceramic
material,196497,metal
material,118322,fabric
material,113393,plastic
material,104005,wood
material,254866,glass
material,40718,unknown
material,186474,metal
material,179244,plastic
material,285283,plastic
material,84581,metal
material,192573,plastic
material,273015,plastic
material,255738,unknown
material,103010,fabric
material,128812,plastic
material,278777,fabric
material,226566,plastic
material,16915,wax
material,255879,unknown
material,179456,plastic
material,187957,metal
material,177213,food
material,8930,plastic
material,193793,plastic
material,91895,unknown
material,305052,plastic
material,47430,unknown
material,297092,metal
material,262147,wood
material,235131,wood
material,163644,fabric
material,281513,plastic
material,81631,plastic
material,103531,plastic
material,144065,plastic
material,279273,plastic
material,150113,metal
material,20597,ceramic
material,178867,fabric
material,195827,fabric
material,280556,metal
material,98962,metal
material,218886,ceramic
material,131088,metal
material,267171,metal
material,286008,metal
material,289642,wood
material,158747,plastic
material,285502,plastic
material,246040,plastic
material,259145,wood
material,55405,wood
material,230625,wood
material,23337,metal
material,274000,plastic
material,147369,fabric
material,68104,fabric
material,27328,metal
material,68768,ceramic
material,137936,ceramic
material,37363,fabric
material,25317,food
material,39140,metal
material,39412,food
material,217136,ceramic
material,109808,plastic
material,47931,fabric
material,203450,plastic
material,189623,ceramic
material,278907,paper
material,268541,metal
material,213885,fabric
material,102829,metal
material,206083,metal
material,86600,ceramic
material,121438,paper
material,111569,ceramic
material,154899,wood
material,4184,metal
material,223508,metal
material,281134,unknown
material,235037,unknown
material,275674,metal
material,295605,metal
material,294875,fabric
material,82375,metal
material,13730,plastic
material,229492,fabric
material,259831,metal
material,167516,metal
material,113187,plastic
material,243069,metal
material,66428,fabric
material,129125,unknown
material,231517,metal
material,9783,plastic
material,227687,metal
material,89862,unknown
material,123793,wood
material,110587,metal
material,162342,fabric
material,247970,ceramic
material,18789,plastic
material,90364,metal
material,19768,plastic
material,239265,plastic
material,26505,wood
material,204519,plastic
material,297317,plastic
material,27934,fabric
material,307110,fabric
material,72955,plastic
material,261825,ceramic
material,233570,plastic
material,134896,metal
material,185174,metal
material,47155,metal
material,305891,unknown
material,32875,ceramic
material,53213,metal
material,166887,ceramic
material,193430,glass
material,137018,metal
material,258630,metal
material,164380,plastic
material,81515,metal
material,266097,metal
material,236147,metal
material,166598,plastic
material,162230,metal
material,11566,fabric
material,52675,plastic
material,204910,ceramic
material,41466,ceramic
material,248357,glass
material,150114,ceramic
material,191702,fabric
material,218970,plastic
material,125108,glass
material,173450,plastic
material,150555,unknown
material,63249,plastic
material,205413,ceramic
material,140748,glass
material,252684,wood
material,246586,plastic
material,174732,leather
material,218274,metal
material,118112,unknown
material,94427,fabric
material,297058,metal
material,87853,glass
material,156410,unknown
material,168772,fabric
material,73268,metal
material,239105,glass
material,144397,plastic
material,125805,metal
material,22219,unknown
material,18786,wood
material,172649,fabric
material,285365,ceramic
material,286207,plastic
material,193408,paper
material,38074,plastic
material,72722,unknown
material,154976,metal
material,105118,plastic
material,166332,glass
material,48943,unknown
material,106800,plastic
material,288931,glass
material,242169,wood
material,22217,wood
material,59880,metal
material,205558,plastic
material,29647,fabric
material,12670,wood
material,18008,unknown
material,206147,glass
material,167900,unknown
material,183951,plastic
material,222920,metal
material,265400,ceramic
material,83864,unknown
material,267247,wood
material,144008,plastic
material,106744,ceramic
material,89920,plastic
material,161938,metal
material,149083,fabric
material,146976,ceramic
material,208215,plastic
material,387,glass
material,53493,fabric
material,265711,wood
material,167017,metal
material,15882,glass
material,212086,fabric
material,203229,plastic
material,289645,wood
material,98425,ceramic
material,245256,ceramic
material,42872,metal
material,223364,metal
material,286091,plastic
material,274198,plastic
material,295039,fabric
material,201776,ceramic
material,202292,fabric
material,221427,ceramic
material,208819,metal
material,660,metal
material,218973,metal
material,266365,ceramic
material,151815,glass
material,1252,ceramic
material,220799,fabric
material,23327,metal
material,147573,plastic
material,295248,wood
material,241856,plastic
material,194540,metal
material,198536,metal
material,251325,plastic
material,262197,plastic
material,307278,glass
material,6711,plastic
material,292488,glass
material,83362,plastic
material,271683,plastic
material,270188,metal
material,255138,ceramic
material,52560,wood
material,273264,metal
material,79634,ceramic
material,145735,leather
material,15819,fabric
material,207114,fabric
material,233924,metal
material,215961,plastic
material,153406,ceramic
material,153192,plastic
material,4793,plastic
material,202796,fabric
material,274977,metal
material,163249,fabric
material,142184,plastic
material,258777,wood
material,209676,plastic
material,213766,metal
material,117204,plastic
material,301924,plastic
material,51185,plastic
material,184234,glass
material,263294,wood
material,90879,food
material,267314,plastic
material,214889,paper
material,12791,metal
material,242240,metal
material,257838,glass
material,307867,metal
material,4634,plastic
material,259953,glass
material,15816,metal
material,29165,plastic
material,214076,plastic
material,247232,glass
material,141207,plastic
material,292221,plastic
material,217236,ceramic
material,230889,plastic
material,72779,plastic
material,300383,wood
material,171208,unknown
material,71222,leather
material,211419,plastic
material,103907,plastic
material,110505,plastic
material,198611,metal
material,265353,wood
material,309176,ceramic
material,217391,metal
material,162061,fabric
material,298615,fabric
material,89736,metal
material,280209,plastic
material,120823,wood
material,262100,metal
material,54668,glass
material,192872,fabric
material,237502,ceramic
material,145154,glass
material,245329,glass
material,100440,plastic
material,193632,metal
material,66187,plastic
material,107991,plastic
material,40555,plastic
material,121369,ceramic
material,55810,plastic
material,191905,glass
material,166952,metal
material,185969,ceramic
material,249374,metal
material,49565,wood
material,42986,metal
material,114567,ceramic
material,39000,metal
material,153008,plastic
material,269036,paper
material,179643,plastic
material,196902,plastic
material,269284,paper
material,299451,plastic
material,295218,wood
material,186913,leather
material,4624,ceramic
material,196921,plastic
material,291444,metal
material,245643,metal
material,227551,fabric
material,12132,plastic
material,256479,leather
material,101434,metal
material,257500,plastic
material,63103,plastic
material,153704,food
material,122649,plastic
material,303565,fabric
material,92138,ceramic
material,20386,metal
material,243742,metal
material,54362,fabric
material,210007,metal
material,180051,metal
material,145007,plastic
material,292527,metal
material,183293,plastic
material,44803,metal
material,156948,ceramic
material,137681,plastic
material,300445,metal
material,293204,plastic
material,170472,plastic
material,171442,ceramic
material,126558,metal
material,185815,unknown
material,300382,wood
material,150718,fabric
material,18166,metal
material,254668,glass
material,120195,fabric
material,96838,ceramic
material,296541,fabric
material,262423,plastic
material,184624,metal
material,180602,fabric
material,204866,plastic
material,203900,wood
material,260416,wood
material,19602,glass
material,200129,unknown
material,19269,plastic
material,70696,plastic
material,286045,plastic
material,117289,fabric
material,140333,plastic
material,284172,plastic
material,181095,unknown
material,162029,fabric
material,181679,metal
material,62959,plastic
material,235613,ceramic
material,2951,metal
material,230991,glass
material,288201,plastic
material,207278,leather
material,37448,glass
material,168497,plastic
material,185610,metal
material,307470,ceramic
material,188079,plastic
material,773,pearl
material,37988,metal
material,172638,plastic
material,220303,plastic
material,221607,plastic
material,132269,metal
material,72679,metal
material,75039,metal
material,56023,ceramic
material,107656,plastic
material,152397,fabric
material,202964,leather
material,66454,leather
material,284643,metal
material,99641,leather
material,40105,ceramic
material,202299,metal
material,250271,ceramic
material,242710,glass
material,136595,plastic
material,118626,metal
material,34079,plastic
material,287496,leather
material,236777,fabric
material,187436,fabric
material,217471,plastic
material,245074,glass
material,24811,plastic
material,68356,metal
material,204667,metal
material,132118,metal
material,40715,glass
material,118447,fabric
material,42819,wood
material,291797,plastic
material,130776,metal
material,230717,plastic
material,306735,plastic
material,187413,metal
material,231648,metal
material,228372,wood
material,224956,metal
material,212440,fabric
material,203824,leather
material,233704,metal
material,11114,wood
material,122214,metal
material,74359,glass
material,114409,metal
material,3199,plastic
material,43857,ceramic
material,78800,plastic
material,210713,metal
material,129214,fabric
material,119073,metal
material,219000,fabric
material,172042,plastic
material,191625,metal
material,82007,plant?
material,42985,metal
material,148989,metal
material,149761,plastic
material,192336,metal
material,188950,metal
material,250990,plastic
material,257383,ceramic
material,218102,metal
material,13968,unknown
material,83810,metal
material,231571,metal
material,194437,metal
material,173598,metal
material,135913,metal
material,297029,metal
material,107993,plastic
material,135012,plastic
material,301796,plastic
material,193804,unknown
material,96860,metal
material,5856,wood
material,235065,plastic
material,259662,metal
material,91652,food
material,307276,metal
material,255063,leather
material,115274,unknown
material,136731,plastic
material,235094,metal
material,206600,ceramic
material,274133,paper
material,237997,metal
material,251076,unknown
material,273586,metal
material,52200,wood
material,154466,ceramic
material,196497,metal
material,118322,fabric
material,113393,plastic
material,104005,wood
material,254866,glass
material,40718,plastic
material,186474,metal
material,179244,plastic
material,285283,plastic
material,84581,metal
material,192573,glass
material,273015,metal
material,255738,unknown
material,103010,fabric
material,128812,plastic
material,278777,fabric
material,226566,plastic
material,16915,wax
material,255879,unknown
material,179456,unknown
material,187957,metal
material,177213,paper
material,8930,plastic
material,193793,plastic
material,91895,glass
material,305052,unknown
material,47430,metal
material,297092,metal
material,262147,metal
material,235131,wood
material,163644,fabric
material,281513,unknown
material,81631,plastic
material,103531,plastic
material,144065,plastic
material,81370,ceramic
material,93660,metal
material,1435,plastic
material,216563,ceramic
material,106182,plastic
material,286613,plastic
material,265835,wood
material,3389,plastic
material,99580,plastic
material,142186,ceramic
material,138820,glass
material,1156,food
material,273813,metal
material,284517,fabric
material,129867,plastic
material,143621,plastic
material,222782,metal
material,120510,ceramic
material,22672,fabric
material,230278,ceramic
material,198204,plastic
material,235754,composite
material,57224,ceramic
material,135891,plastic
material,177873,unknown
material,64583,plastic
material,222332,plastic
material,127316,glass
material,249743,plastic
material,210249,paper
material,261755,plastic
material,172889,plastic
material,276213,rubber fabric composite
material,49124,plastic
material,178855,rubber
material,78792,plastic
material,70031,food
material,272096,metal
material,99246,wood
material,267020,glass
material,110243,metal
material,278519,ceramic
material,231441,fabric
material,240527,plastic
material,20507,ceramic
material,113281,plastic
material,305632,plastic
material,231450,plastic
material,108608,wood
material,294413,ceramic
material,24058,fabric
material,199390,ceramic
material,204943,plastic
material,76865,plastic
material,184313,plastic
material,67167,plastic
material,18555,metal
material,302484,wood
material,261712,metal
material,273042,metal
material,55476,plastic
material,41609,plastic
material,217832,food
material,785,metal
material,111075,metal
material,271507,unknown
material,267879,plastic
material,214228,fabric
material,195037,wood
material,70378,plastic
material,182592,glass
material,87090,plastic
material,101557,fabric
material,98147,metal
material,284298,metal
material,241364,plastic
material,224897,metal
material,151433,wood
material,286537,plastic
material,109922,plastic
material,231715,ceramic
material,171421,plastic
material,169695,ceramic
material,86268,metal
material,267838,plastic
material,11031,plastic
material,98079,glass
material,19550,glass
material,195810,fabric
material,308284,metal
material,254233,fabric
material,208230,plastic
material,73199,metal
material,111489,glass
material,134715,fabric
material,166452,metal
material,255947,wood
material,117479,fabric
material,130640,plastic
material,23919,paper
material,146199,plastic
material,302768,glass
material,276219,plastic
material,230510,plastic
material,304452,metal
material,233871,plastic
material,240228,metal
material,244696,plastic
material,177798,plastic
material,110549,ceramic
material,261942,metal
material,267773,food
material,157063,plastic
material,106504,fabric
material,147445,plastic
material,199988,plastic
material,194311,plastic
material,220018,food
material,101002,foliage
material,187148,plastic
material,93976,plastic
material,242115,plastic
material,201301,ceramic
material,118815,unknown
material,161300,plastic
material,272366,metal
material,175323,ceramic
material,12691,ceramic
material,137519,plastic
material,41367,plastic
material,13734,metal
material,190207,plastic
material,169525,plastic
material,132954,ceramic
material,307034,plastic
material,83218,metal
material,44071,plastic
material,93652,metal
material,80839,plastic
material,226609,metal
material,8481,metal
material,283359,fabric
material,260371,plastic
material,179121,wood
material,41908,wood
material,130476,fabric
material,219871,metal
material,81619,plastic
material,139049,plastic
material,119977,plastic
material,236449,plastic
material,235824,fabric
material,73165,plastic
material,72723,metal
material,173998,wood
material,281679,ceramic
material,232466,food
material,193090,plastic
material,175021,ceramic
material,51671,fabric
material,14947,metal
material,157094,food
material,211754,plastic
material,198209,metal
material,119892,plastic
material,208267,metal
material,17104,metal
material,138515,metal
material,279273,plastic
material,150113,plastic
material,20597,ceramic
material,178867,fabric
material,195827,fabric
material,280556,metal
material,98962,plastic
material,218886,glass
material,131088,gold
material,267171,metal
material,286008,metal
material,289642,wood
material,158747,plastic
material,285502,plastic
material,246040,plastic
material,259145,wood
material,55405,wood
material,230625,wood
material,23337,metal
material,274000,plastic
material,147369,fabric
material,68104,fabric
material,27328,metal
material,68768,plastic
material,137936,glass
material,37363,fabric
material,25317,food
material,39140,metal
material,39412,food
material,217136,ceramic
material,109808,plastic
material,47931,fabric
material,203450,leather
material,189623,ceramic
material,278907,paper
material,268541,metal
material,213885,fabric
material,102829,metal
material,206083,metal
material,86600,ceramic
material,121438,cardboard
material,111569,glass
material,154899,wood
material,4184,metal
material,223508,metal
material,281134,wood
material,235037,plastic
material,275674,metal
material,295605,metal
material,294875,fabric
material,82375,metal
material,13730,plastic
material,229492,fabric
material,259831,metal
material,167516,metal
material,113187,plastic
material,243069,metal
material,66428,fabric
material,129125,fabric
material,231517,metal
material,9783,plastic
material,227687,plastic
material,89862,plastic
material,123793,wood
material,110587,metal
material,162342,fabric
material,247970,glass
material,18789,plastic
material,90364,metal
material,19768,plastic
material,239265,plastic
material,26505,wood
material,204519,plastic
material,297317,plastic
material,27934,fabric
material,307110,fabric
material,72955,plastic
material,261825,food
material,233570,plastic
material,134896,metal
material,185174,metal
material,47155,silver
material,305891,plastic
material,32875,plastic
material,53213,metal
material,166887,ceramic
material,193430,metal
material,137018,metal
material,258630,metal
material,164380,plastic
material,81515,plastic
material,266097,metal
material,236147,metal
material,166598,plastic
material,162230,plastic
material,11566,fabric
material,52675,plastic
material,204910,glass
material,41466,ceramic
material,248357,metal
material,150114,ceramic
material,191702,fabric
material,218970,plastic
material,125108,plastic
material,173450,plastic
material,150555,plastic
material,63249,plastic
material,205413,glass
material,140748,plastic
material,252684,wood
material,246586,plastic
material,174732,fabric
material,218274,metal
material,118112,wood
material,94427,fabric
material,297058,metal
material,87853,plastic
material,156410,metal
material,168772,fabric
material,73268,plastic
material,239105,plastic
material,144397,plastic
material,125805,plastic
material,22219,paper
material,18786,ceramic
material,172649,fabric
material,285365,ceramic
material,286207,plastic
material,193408,cardboard
material,38074,plastic
material,72722,metal
material,154976,metal
material,105118,plastic
material,166332,glass
material,48943,plastic
material,106800,plastic
material,288931,metal
material,242169,wood
material,22217,wood
material,59880,plastic
material,205558,plastic
material,29647,fabric
material,12670,wood
material,18008,metal
material,206147,plastic
material,167900,wood
material,183951,plastic
material,222920,metal
material,265400,glass
material,83864,plastic
material,267247,wood
material,144008,plastic
material,106744,glass
material,89920,plastic
material,161938,metal
material,149083,fabric
material,18166,alluminium
material,254668,glass
material,120195,fabric
material,96838,ceramic
material,296541,fabric
material,262423,plastic
material,184624,metal
material,180602,fabric
material,204866,plastic
material,203900,metal
material,260416,metal
material,19602,glass
material,200129,plastic
material,19269,plastic
material,70696,plastic
material,286045,plastic
material,117289,fabric
material,140333,plastic
material,284172,plastic
material,181095,plastic
material,162029,fabric
material,181679,metal
material,62959,plastic
material,235613,ceramic
material,2951,metal
material,230991,glass
material,288201,plastic
material,207278,fabric
material,37448,plastic
material,168497,plastic
material,185610,plastic
material,307470,ceramic
material,188079,food
material,773,plastic
material,37988,metal
material,172638,plastic
material,220303,plastic
material,221607,plastic
material,132269,plastic
material,72679,glass
material,75039,plastic
material,56023,ceramic
material,107656,unknown
material,152397,fabric
material,202964,leather
material,66454,fabric
material,284643,metal
material,99641,fabric
material,40105,ceramic
material,202299,wood
material,250271,metal
material,242710,glass
material,136595,glass
material,118626,metal
material,34079,plastic
material,287496,leather
material,236777,fabric
material,187436,plastic
material,217471,plastic
material,245074,wax
material,24811,glass
material,68356,metal
material,204667,metal
material,132118,metal
material,40715,plastic
material,118447,fabric
material,42819,wood
material,291797,plastic
material,130776,metal
material,230717,plastic
material,306735,metal
material,187413,metal
material,231648,metal
material,228372,wood
material,224956,metal
material,212440,fabric
material,203824,fabric
material,233704,metal
material,11114,wood
material,122214,metal
material,74359,glass
material,114409,metal
material,3199,plastic
material,43857,ceramic
material,78800,plastic
material,210713,metal
material,129214,paper
material,119073,plastic
material,219000,fabric
material,172042,plastic
material,191625,plastic
material,82007,wood
material,42985,metal
material,148989,metal
material,149761,plastic
material,192336,metal
material,188950,metal
material,250990,plastic
material,257383,ceramic
material,218102,plastic
material,13968,fabric
material,83810,metal
material,231571,metal
material,194437,metal
material,173598,plastic
material,135913,metal
material,297029,metal
material,107993,plastic
material,135012,plastic
material,301796,plastic
material,193804,plastic
material,96860,metal
material,5856,wood
material,235065,plastic
material,259662,metal
material,91652,plastic
material,307276,metal
material,255063,fabric
material,115274,fabric
material,136731,plastic
material,235094,plastic
material,206600,ceramic
material,274133,paper
material,237997,metal
material,251076,fabric
material,273586,wood
material,52200,wood
material,154466,ceramic
material,196497,metal
material,118322,fabric
material,113393,plastic
material,104005,wood
material,254866,glass
material,40718,glass
material,186474,metal
material,179244,plastic
material,285283,plastic
material,84581,metal
material,192573,glass
material,273015,plastic
material,255738,plastic
material,103010,fabric
material,128812,glass
material,278777,fabric
material,226566,plastic
material,16915,wax
material,255879,plastic
material,179456,plastic
material,187957,metal
material,177213,paper
material,8930,metal
material,193793,plastic
material,91895,plastic
material,305052,plastic
material,47430,plastic
material,297092,metal
material,262147,metal
material,235131,wood
material,163644,fabric
material,281513,plastic
material,81631,plastic
material,103531,plastic
material,144065,plastic
material,63042,wood
material,178562,fabric
material,190274,plastic
material,195107,ceramic
material,98518,fabric
material,233165,plastic
material,278691,fabric
material,56114,ceramic
material,17366,plastic
material,194941,glass
material,309006,ceramic
material,16194,fabric
material,100193,plastic
material,191893,plastic
material,87615,paper
material,79485,ceramic
material,196536,glass
material,119180,metal
material,175807,fabric
material,121950,plastic
material,108066,metal
material,293445,paper
material,157955,metal
material,135384,fabric
material,261380,metal
material,172915,wood
material,149008,plastic
material,206575,ceramic
material,192253,food
material,63601,wood
material,126173,plastic
material,288884,glass
material,216799,plastic
material,307262,metal
material,25716,fabric
material,217081,ceramic
material,174742,metal
material,273490,food
material,259432,fabric
material,299378,plastic
material,163744,metal
material,53528,paper
material,100912,fabric
material,167132,metal
material,93392,wood
material,214784,plastic
material,69485,fabric
material,191288,plastic
material,165907,fabric
material,77846,plastic
material,94115,metal
material,7141,plastic
material,261693,plastic
material,120455,glass
material,90552,ceramic
material,49944,fabric
material,71653,wood
material,130520,plastic
material,70743,metal
material,198976,plastic
material,171518,metal
material,191872,metal
material,100134,plastic
material,262313,wax
material,17712,fabric
material,9136,ceramic
material,188460,plastic
material,172884,metal
material,37189,ceramic
material,187507,fabric
material,28859,plastic
material,239758,wood
material,109830,plastic
material,45654,plastic
material,148818,plastic
material,280844,plastic
material,272650,plastic
material,274833,metal
material,30624,plastic
material,269012,paper
material,178884,metal
material,170758,fabric
material,78917,metal
material,127200,plastic
material,13970,rubber
material,34710,plastic
material,132658,plastic
material,1959,plastic
material,213623,ceramic
material,213817,wood
material,287279,metal
material,106396,plastic
material,105986,metal
material,195651,fabric
material,217714,plastic
material,24043,fabric
material,40485,metal
material,169542,plastic
material,296576,plastic
material,50501,plastic
material,62230,plastic
material,118549,plant
material,136285,fabric
material,88645,fabric
material,292491,plastic
material,254673,wood
material,52989,metal
material,297939,ceramic
material,124701,metal
material,252763,ceramic
material,24241,plastic
material,261021,fabric
material,251736,plastic
material,105578,metal
material,169224,paper
material,60193,plastic
material,3542,plastic
material,3738,fabric
material,6633,plastic
material,20976,metal
material,13636,wax
material,262856,fabric
material,131970,fabric
material,145755,fabric
material,19964,paper
material,112250,fabric
material,15294,plastic
material,173203,metal
material,60595,wood
material,43823,plastic
material,116568,ceramic
material,301418,metal
material,192427,plastic
material,91672,ceramic
material,82729,plastic
material,44840,plastic
material,106227,metal
material,22499,fabric
material,75312,fabric
material,294635,wood
material,107171,glass
material,169587,wood
material,248754,plastic
material,83478,wood
material,212300,paper
material,88456,metal
material,238578,plastic
material,53002,fabric
material,99822,plastic
material,176057,ceramic
material,105136,plastic
material,60947,ceramic
material,214471,plastic
