property,annotation_id_0,annotation_id_1,response
mass,63601,68519,left
mass,63601,137538,left
mass,63601,185969,left
mass,63601,240521,left
mass,63601,187436,left
mass,63601,297850,left
mass,63601,117294,left
mass,63601,240223,left
mass,63601,78863,left
mass,63601,125960,left
mass,63601,191702,left
mass,63601,289887,left
mass,63601,197328,left
mass,63601,255554,left
mass,63601,281103,left
mass,63601,137519,left
mass,63601,286481,left
mass,63601,43093,left
mass,63601,304899,left
mass,63601,280578,left
mass,63601,136953,left
mass,63601,284517,left
mass,63601,15819,left
mass,63601,20458,left
mass,63601,75655,left
mass,63601,202720,left
mass,63601,299850,left
mass,63601,86704,left
mass,63601,35386,left
mass,63601,252714,left
mass,63601,111389,left
mass,63601,261942,left
mass,63601,197031,left
mass,63601,83641,left
mass,63601,23233,left
mass,63601,43378,left
mass,63601,57868,left
mass,63601,90668,left
mass,63601,298573,left
mass,63601,204943,left
mass,63601,131537,left
mass,63601,173625,left
mass,63601,111075,left
mass,63601,285744,left
mass,63601,275878,left
mass,63601,173450,left
mass,63601,191502,left
mass,63601,191905,left
mass,63601,84692,left
mass,63601,253034,left
mass,63601,138600,left
mass,63601,26268,left
mass,63601,212086,left
mass,63601,110250,left
mass,63601,100440,left
mass,63601,58361,left
mass,63601,68002,left
mass,63601,150091,left
mass,63601,92517,left
mass,63601,13914,left
mass,63601,194068,left
mass,63601,245643,left
mass,63601,97198,left
mass,63601,233053,left
mass,63601,96860,left
mass,63601,215961,left
mass,63601,121844,left
mass,63601,21819,left
mass,63601,54179,left
mass,63601,216344,left
mass,63601,193975,left
mass,63601,123916,left
mass,63601,23194,left
mass,63601,138330,left
mass,63601,145516,left
mass,63601,95271,left
mass,63601,238578,left
mass,63601,266129,left
mass,63601,13970,left
mass,63601,243028,left
mass,63601,250271,left
mass,63601,79634,left
mass,63601,208807,left
mass,63601,556,left
mass,63601,37189,left
mass,63601,20597,left
mass,63601,308495,left
mass,63601,223084,left
mass,63601,155959,left
mass,63601,187957,left
mass,63601,252774,left
mass,63601,298264,left
mass,63601,131119,left
mass,63601,37448,left
mass,63601,18144,left
mass,63601,218425,left
mass,63601,252763,left
mass,63601,278719,left
mass,63601,300667,left
mass,63601,100134,left
mass,63601,62481,left
mass,63601,253904,left
mass,63601,208713,left
mass,63601,204145,left
mass,63601,41466,left
mass,63601,164380,left
mass,63601,161124,left
mass,63601,193832,left
mass,63601,173528,left
mass,63601,264334,left
mass,63601,204519,left
mass,63601,44840,left
mass,63601,132662,left
mass,63601,214445,left
mass,63601,31109,left
mass,63601,56114,left
mass,63601,80846,left
mass,63601,19933,left
mass,63601,277728,left
mass,63601,7628,left
mass,63601,266526,left
mass,63601,201796,left
mass,63601,96554,left
mass,63601,278456,left
mass,63601,185174,left
mass,63601,250640,left
mass,63601,136096,left
mass,63601,216369,left
mass,63601,115399,left
mass,63601,126205,left
mass,63601,199189,left
mass,63601,7426,left
mass,63601,93108,left
mass,63601,99772,left
mass,63601,120009,left
mass,63601,63408,left
mass,63601,70000,left
mass,63601,76054,left
mass,63601,267171,left
mass,63601,96327,left
mass,63601,267445,left
mass,63601,41367,left
mass,63601,280315,left
mass,63601,17104,left
mass,63601,172330,left
mass,63601,173598,left
mass,63601,191048,left
mass,63601,24241,left
mass,63601,188304,left
mass,63601,52675,left
mass,63601,131215,left
mass,63601,307463,left
mass,63601,98241,left
mass,63601,220133,left
mass,63601,110587,left
mass,63601,131088,left
mass,63601,236544,left
mass,63601,188539,left
mass,63601,39872,left
mass,63601,99641,left
mass,63601,32512,left
mass,63601,217471,left
mass,63601,257495,left
mass,63601,223644,left
mass,63601,102924,left
mass,63601,4894,left
mass,63601,183951,left
mass,63601,131272,left
mass,63601,167222,left
mass,63601,86600,left
mass,63601,230033,left
mass,63601,102362,left
mass,63601,192097,left
mass,63601,188414,left
mass,63601,26186,left
mass,63601,26505,left
mass,63601,249651,left
mass,63601,218973,left
mass,63601,35456,left
mass,63601,221607,left
mass,63601,109506,left
mass,63601,254668,left
mass,63601,223949,left
mass,63601,258978,left
mass,63601,205949,left
mass,63601,216570,left
mass,63601,136925,left
mass,63601,45401,left
mass,63601,302254,left
mass,63601,290532,left
mass,63601,106744,left
mass,63601,290135,left
mass,63601,239262,left
mass,63601,130354,left
mass,63601,59356,left
mass,63601,110151,left
mass,63601,205984,left
mass,63601,90412,left
mass,63601,305415,left
mass,63601,62230,left
mass,63601,27351,left
mass,63601,259669,left
mass,63601,76598,left
mass,63601,2944,left
mass,63601,217714,left
mass,63601,119485,left
mass,63601,3402,left
mass,63601,196748,left
mass,63601,52671,left
mass,63601,258907,left
mass,63601,57534,left
mass,63601,302046,left
mass,63601,40710,left
mass,63601,151433,left
mass,63601,8359,left
mass,63601,252112,left
mass,63601,106488,left
mass,63601,272548,left
mass,63601,261693,left
mass,63601,248754,left
mass,63601,161630,left
mass,63601,219368,left
mass,63601,51671,left
mass,63601,296591,left
mass,63601,73295,left
mass,63601,214847,left
mass,63601,58598,left
mass,63601,265710,left
mass,63601,98425,left
mass,63601,149233,left
mass,63601,24484,left
mass,63601,111223,left
mass,63601,90552,left
mass,63601,217453,left
mass,63601,86634,left
mass,63601,173452,left
mass,63601,66527,left
mass,63601,294635,left
mass,63601,297050,left
mass,63601,42607,left
mass,63601,293688,left
mass,63601,6737,left
mass,63601,240228,left
mass,63601,75074,left
mass,63601,193632,left
mass,63601,51587,left
mass,63601,63642,left
mass,63601,166808,left
mass,63601,137681,left
mass,63601,214915,left
mass,63601,56508,left
mass,63601,217136,left
mass,63601,304958,left
mass,63601,137324,left
mass,63601,135012,left
mass,63601,131970,left
mass,63601,153406,left
mass,63601,3602,left
mass,63601,196536,left
mass,63601,124210,left
mass,63601,90965,left
mass,63601,288140,left
mass,63601,92302,left
mass,63601,129668,left
mass,63601,93206,left
mass,63601,297840,left
mass,63601,213407,left
mass,63601,123455,left
mass,63601,47795,left
mass,63601,191288,left
mass,63601,104947,left
mass,63601,13968,left
mass,63601,299629,left
mass,63601,163916,left
mass,63601,238017,left
mass,63601,272431,left
mass,63601,30630,left
mass,63601,63990,left
mass,63601,64043,left
mass,63601,85866,left
mass,63601,70835,left
mass,63601,257634,left
mass,63601,103531,left
mass,63601,56728,left
mass,63601,301558,left
mass,63601,233871,left
mass,63601,48085,left
mass,63601,204158,left
mass,63601,36733,left
mass,63601,90534,left
mass,63601,14625,left
mass,63601,89329,left
mass,63601,82566,left
mass,63601,76032,left
mass,63601,105409,left
mass,63601,240179,left
mass,63601,220334,left
mass,63601,211560,left
mass,63601,79485,left
mass,63601,139564,left
mass,63601,67189,left
mass,63601,119736,left
mass,63601,48472,left
mass,63601,25872,left
mass,63601,90484,left
mass,63601,76289,left
mass,63601,43862,left
mass,63601,155223,left
mass,63601,254838,left
mass,63601,55363,left
mass,63601,214228,left
mass,63601,13554,left
mass,63601,260829,left
mass,63601,184313,left
mass,63601,187668,left
mass,63601,236845,left
mass,63601,234431,left
mass,63601,67670,left
mass,63601,235649,left
mass,63601,182970,left
mass,63601,134668,left
mass,63601,169695,left
mass,63601,216122,left
mass,63601,12132,left
mass,63601,180369,left
mass,63601,271927,left
mass,63601,246719,left
mass,63601,142186,left
mass,63601,140352,left
mass,63601,30458,left
mass,63601,205238,left
mass,63601,156948,left
mass,63601,107712,left
mass,63601,297839,left
mass,63601,48563,left
mass,63601,113654,left
mass,63601,217629,left
mass,63601,178732,left
mass,63601,248187,left
mass,63601,43857,left
mass,63601,106504,left
mass,63601,70168,left
mass,63601,227551,left
mass,63601,111094,left
mass,63601,116212,left
mass,63601,294413,left
mass,63601,773,left
mass,63601,217001,left
mass,63601,297092,left
mass,63601,149350,left
mass,63601,180895,left
mass,63601,29073,left
mass,63601,82538,left
mass,63601,292381,left
mass,63601,105982,left
mass,63601,81043,left
mass,63601,32875,left
mass,63601,237997,left
mass,63601,131298,left
mass,63601,39140,left
mass,63601,205400,left
mass,63601,234645,left
mass,63601,13734,left
mass,63601,129125,left
mass,63601,129451,left
mass,63601,50722,left
mass,63601,266432,left
mass,63601,142719,left
mass,63601,125703,left
mass,63601,75039,left
mass,63601,204910,left
mass,63601,25949,left
mass,63601,232699,left
mass,63601,41186,left
mass,63601,301169,left
mass,63601,141949,left
mass,63601,46872,left
mass,63601,108815,left
mass,63601,294003,left
mass,63601,213623,left
mass,63601,289460,left
mass,63601,125072,left
mass,63601,42106,left
mass,63601,240739,left
mass,63601,268363,left
mass,63601,34087,left
mass,63601,265400,left
mass,63601,118199,left
mass,63601,127135,left
mass,63601,50419,left
mass,63601,137493,left
mass,63601,227905,left
mass,63601,284832,left
mass,63601,240985,left
mass,63601,34806,left
mass,63601,259280,left
mass,63601,36276,left
mass,63601,110980,left
mass,63601,273413,left
mass,63601,69824,left
mass,63601,230991,left
mass,63601,192872,left
mass,63601,56660,left
mass,63601,194759,left
mass,63601,44077,left
mass,63601,216550,left
mass,63601,164712,left
mass,63601,78792,left
mass,63601,151213,left
mass,63601,259662,left
mass,63601,235754,left
mass,63601,82724,left
mass,63601,264051,left
mass,63601,112345,left
mass,63601,201781,left
mass,63601,12791,left
mass,63601,241956,left
mass,63601,30443,left
mass,63601,15411,left
mass,63601,235266,left
mass,63601,285365,left
mass,63601,108895,left
mass,63601,236743,left
mass,63601,259423,left
mass,63601,56382,left
mass,63601,162029,left
mass,63601,40715,left
mass,63601,291797,left
mass,63601,153192,left
mass,63601,67080,left
mass,63601,294732,left
mass,63601,270402,left
mass,63601,270188,left
mass,63601,6343,left
mass,63601,239758,left
mass,63601,187693,left
mass,63601,217480,left
mass,63601,190207,left
mass,63601,16256,left
mass,63601,148689,left
mass,63601,262147,left
mass,63601,37841,left
mass,63601,109922,left
mass,63601,123237,left
mass,63601,50735,left
mass,63601,187286,left
mass,63601,85362,left
mass,63601,51035,left
mass,63601,44071,left
mass,63601,175209,left
mass,63601,297939,left
mass,63601,205655,left
mass,63601,32257,left
mass,63601,12602,left
mass,63601,168963,left
mass,63601,144264,left
mass,63601,194835,left
mass,63601,275950,left
mass,63601,40693,left
mass,63601,302484,left
mass,63601,265799,left
mass,63601,200320,left
mass,63601,280678,left
mass,63601,162061,left
mass,63601,29794,left
mass,63601,307110,left
mass,63601,47931,left
mass,63601,207758,left
mass,63601,152527,left
mass,63601,34484,left
mass,63601,244759,left
mass,63601,93652,left
mass,63601,89424,left
mass,63601,254893,left
mass,63601,18786,left
mass,63601,28255,left
mass,63601,119548,left
mass,63601,254426,left
mass,63601,115437,left
mass,63601,45654,left
mass,63601,88231,left
mass,63601,203290,left
mass,63601,216348,left
mass,63601,246678,left
mass,63601,114567,left
mass,63601,42819,left
mass,63601,84748,left
mass,63601,127776,left
mass,63601,47155,left
mass,63601,81619,left
mass,63601,79949,left
mass,63601,98147,left
mass,63601,71222,left
mass,63601,123944,left
mass,63601,98124,left
mass,63601,192644,left
mass,63601,136962,left
mass,63601,278777,left
mass,63601,162564,left
mass,63601,291509,left
mass,63601,205413,left
mass,63601,79041,left
mass,63601,227628,left
mass,63601,287279,left
mass,63601,123961,left
mass,63601,229492,left
mass,63601,261417,left
mass,63601,259814,left
mass,63601,97912,left
mass,63601,301633,left
mass,63601,46951,left
mass,63601,230519,left
mass,63601,261040,left
mass,63601,161161,left
mass,63601,243343,left
mass,63601,85185,left
mass,63601,189622,left
mass,63601,161821,left
mass,63601,198493,left
mass,63601,282992,left
mass,63601,217258,left
mass,63601,39494,left
mass,63601,130776,left
mass,63601,82729,left
mass,63601,52200,left
mass,63601,263171,left
mass,63601,258896,left
mass,63601,138050,left
mass,63601,14266,left
mass,63601,184970,left
mass,63601,123622,left
mass,63601,267838,left
mass,63601,285296,left
mass,63601,283580,left
mass,63601,119426,left
mass,63601,45724,left
mass,63601,156143,left
mass,63601,179655,left
mass,63601,47401,left
mass,63601,265547,left
mass,63601,178855,left
mass,63601,96093,left
mass,63601,78800,left
mass,63601,138323,left
mass,63601,158842,left
mass,63601,71653,left
mass,63601,118626,left
mass,63601,275022,left
mass,63601,214492,left
mass,63601,190397,left
mass,63601,270796,left
mass,63601,202607,left
mass,63601,296139,left
mass,63601,236835,left
mass,63601,272893,left
mass,63601,257501,left
mass,63601,39616,left
mass,63601,4634,left
mass,63601,279808,left
mass,63601,155010,left
mass,63601,147956,left
mass,63601,131096,left
mass,63601,182300,left
mass,63601,146976,left
mass,63601,239902,left
mass,63601,169033,left
mass,63601,293615,left
mass,63601,228649,left
mass,63601,137936,left
mass,63601,38159,left
mass,63601,106800,left
mass,63601,298533,left
mass,63601,64491,left
mass,63601,111248,left
mass,63601,194594,left
mass,63601,222185,left
mass,63601,145035,left
mass,63601,213441,left
mass,63601,100554,left
mass,63601,208558,left
mass,63601,180800,left
mass,63601,119380,left
mass,63601,261380,left
mass,63601,31669,left
mass,63601,296548,left
mass,63601,48932,left
mass,63601,86639,left
mass,63601,123391,left
mass,63601,17712,left
mass,63601,167514,left
mass,63601,212468,left
mass,63601,84943,left
mass,63601,272428,left
mass,63601,145652,left
mass,63601,218886,left
mass,63601,17922,left
mass,63601,134715,left
mass,63601,168978,left
mass,63601,248406,left
mass,63601,190274,left
mass,63601,24640,left
mass,63601,200690,left
mass,63601,55016,left
mass,63601,164974,left
mass,63601,131831,left
mass,63601,298745,left
mass,63601,299353,left
mass,63601,156735,left
mass,63601,290792,left
mass,63601,286922,left
mass,63601,66521,left
mass,63601,78425,left
mass,63601,216915,left
mass,63601,73313,left
mass,63601,231715,left
mass,63601,62240,left
mass,63601,69430,left
