property,annotation_id_0,annotation_id_1,response
deformability,280964,288884,equal
deformability,255738,235743,right
deformability,196902,135395,right
deformability,170886,248184,right
deformability,123139,26217,equal
deformability,261180,254668,right
deformability,240883,29794,left
deformability,33794,227592,equal
deformability,166808,147687,right
deformability,105055,99585,equal
deformability,171991,163744,right
deformability,200690,169542,equal
deformability,76598,214228,equal
deformability,43093,137936,equal
deformability,279031,270220,left
deformability,206631,203458,right
deformability,161692,87089,right
deformability,180895,41924,right
deformability,147817,143642,left
deformability,285365,245329,equal
deformability,225573,195810,right
deformability,74973,148818,right
deformability,305039,197328,equal
deformability,233449,206892,right
deformability,8930,148915,left
deformability,132662,250470,equal
deformability,276524,77340,left
deformability,272366,275844,equal
deformability,149543,97912,equal
deformability,62481,235721,right
deformability,260453,138330,right
deformability,184563,158837,equal
deformability,268541,192288,right
deformability,215250,268289,unclear
deformability,35386,199165,right
deformability,106227,298745,left
deformability,141468,277728,right
deformability,59880,127200,left
deformability,62481,231715,left
deformability,28452,110151,equal
deformability,56508,293646,left
deformability,85547,274665,right
deformability,297959,115274,right
deformability,58361,202765,right
deformability,195107,158186,right
deformability,120596,57483,right
deformability,246864,275844,equal
deformability,145154,188774,equal
deformability,108620,121438,right
deformability,147680,98147,right
deformability,62230,150211,left
deformability,180035,124172,left
deformability,183507,52173,equal
deformability,26467,295025,left
deformability,301418,252373,equal
deformability,49565,49555,right
deformability,153444,52200,left
deformability,27871,216369,right
deformability,180495,201776,left
deformability,53019,74802,equal
deformability,176317,121328,left
deformability,303683,100186,right
deformability,210966,265711,equal
deformability,287496,233570,left
deformability,24241,162061,right
deformability,255554,132427,unclear
deformability,19768,274701,equal
deformability,97896,92302,left
deformability,65595,67998,equal
deformability,249374,172408,left
deformability,151910,14395,left
deformability,139093,9560,equal
deformability,56023,142993,equal
deformability,82566,300347,equal
deformability,22499,168221,equal
deformability,210222,188532,equal
deformability,263422,219871,left
deformability,86456,287728,left
deformability,55405,262147,right
deformability,42872,12749,unclear
deformability,239708,273042,left
deformability,102579,257500,equal
deformability,153309,101533,right
deformability,307861,271094,right
deformability,58169,269012,left
deformability,55814,150517,unclear
deformability,19270,144264,left
deformability,231450,287496,left
deformability,15882,233570,equal
deformability,49124,255324,unclear
deformability,252696,307034,left
deformability,171318,261219,right
deformability,52452,194437,unclear
deformability,180768,69264,left
deformability,153309,108895,equal
deformability,140333,250996,left
deformability,104950,202765,right
deformability,136431,150555,right
deformability,285283,148915,right
deformability,42986,62230,right
deformability,56707,267024,equal
deformability,113110,100938,right
deformability,292488,208230,equal
deformability,254240,290532,left
deformability,18789,25069,left
deformability,153704,216774,left
deformability,290437,162230,unclear
deformability,18916,90965,equal
deformability,256387,157803,left
deformability,110243,302923,right
deformability,33296,131537,left
deformability,48760,222332,equal
deformability,172343,286091,left
deformability,173304,200129,left
deformability,64704,258016,right
deformability,261380,280209,left
deformability,220167,81631,right
deformability,127186,113707,equal
deformability,256586,201498,left
deformability,254866,40555,left
deformability,20976,16872,left
deformability,278520,144736,equal
deformability,180051,211780,left
deformability,26329,255535,equal
deformability,274095,199189,left
deformability,119736,215577,right
deformability,7684,131825,left
deformability,239105,268363,equal
deformability,179516,127531,left
deformability,186474,32875,left
deformability,244759,196937,equal
deformability,30176,266365,left
deformability,287906,185316,equal
deformability,213442,179456,left
deformability,126447,105982,left
deformability,108216,269012,left
deformability,101434,72679,left
deformability,187413,127668,right
deformability,16872,287279,right
deformability,298745,251076,left
deformability,92866,99772,left
deformability,302372,83478,right
deformability,98523,19778,left
deformability,173625,307034,left
deformability,246908,11031,left
deformability,242612,187148,equal
deformability,117910,289645,right
deformability,245074,28452,left
deformability,296133,195651,right
deformability,183507,206147,left
deformability,158300,56429,right
deformability,264221,103849,right
deformability,89166,227595,right
deformability,180658,2715,left
deformability,4536,272205,equal
deformability,60299,119485,equal
deformability,299976,72679,equal
deformability,291911,187137,equal
deformability,147605,7277,left
deformability,147190,79456,equal
deformability,140408,52375,right
deformability,129906,282667,unclear
deformability,261693,200320,right
deformability,188079,39140,left
deformability,183646,178241,left
deformability,293445,24043,right
deformability,180658,53610,left
deformability,164906,119977,right
deformability,111726,135395,right
deformability,19270,266920,equal
deformability,55814,88109,right
deformability,64704,275550,left
deformability,175105,270220,left
deformability,36276,250002,right
deformability,251829,217001,left
deformability,121950,12749,left
deformability,165658,108620,left
deformability,89920,172408,equal
deformability,136925,292527,right
deformability,45401,294003,left
deformability,188539,181686,left
deformability,28452,76289,equal
deformability,22023,230780,left
deformability,1435,6737,right
deformability,139312,247268,left
deformability,244293,103010,right
deformability,171264,93660,equal
deformability,287906,100186,right
deformability,15882,210713,equal
deformability,88321,150496,equal
deformability,113365,197058,right
deformability,7785,301384,right
deformability,216709,297255,left
deformability,53528,113920,equal
deformability,213885,4182,left
deformability,132427,293208,right
deformability,276524,309037,equal
deformability,178732,98147,left
deformability,132202,218970,left
deformability,180800,181686,equal
deformability,198611,267879,left
deformability,260813,182631,equal
deformability,53610,121660,equal
deformability,20479,107656,left
deformability,180369,300864,left
deformability,97855,126896,left
deformability,37224,279149,left
deformability,237502,73426,right
deformability,219000,209676,left
deformability,55476,284517,right
deformability,199189,182645,right
deformability,280964,288884,equal
deformability,255738,235743,right
deformability,196902,135395,right
deformability,170886,248184,left
deformability,123139,26217,equal
deformability,261180,254668,right
deformability,240883,29794,left
deformability,33794,227592,right
deformability,166808,147687,right
deformability,105055,99585,right
deformability,171991,163744,right
deformability,200690,169542,equal
deformability,76598,214228,equal
deformability,43093,137936,equal
deformability,279031,270220,left
deformability,206631,203458,right
deformability,161692,87089,unclear
deformability,301169,237998,left
deformability,227687,262004,right
deformability,206631,131215,left
deformability,3402,99315,unclear
deformability,21819,296133,right
deformability,305891,63632,unclear
deformability,208916,30176,left
deformability,251015,16324,equal
deformability,151133,128593,left
deformability,180895,109922,right
deformability,217258,127250,right
deformability,225349,281485,right
deformability,181144,37607,right
deformability,255287,168227,unclear
deformability,102252,192872,right
deformability,108861,297939,left
deformability,78425,50090,left
deformability,266035,305397,left
deformability,192116,28971,equal
deformability,108409,13968,left
deformability,215250,130719,left
deformability,67612,212468,right
deformability,219174,32257,equal
deformability,67167,111726,left
deformability,15533,206892,right
deformability,217236,257501,unclear
deformability,238908,297050,left
deformability,306990,151910,right
deformability,20976,130515,left
deformability,294047,42819,left
deformability,127669,186352,right
deformability,31828,162230,left
deformability,236838,27538,left
deformability,137290,62584,left
deformability,175323,140995,right
deformability,126205,16302,right
deformability,3402,44803,left
deformability,214916,249565,left
deformability,158842,40105,left
deformability,121438,85422,left
deformability,162342,198876,left
deformability,201357,284690,left
deformability,228372,72679,left
deformability,113544,38277,right
deformability,135896,198399,right
deformability,86704,122380,right
deformability,52445,262187,left
deformability,137681,26048,right
deformability,123237,20204,left
deformability,59354,285283,left
deformability,227592,105302,equal
deformability,230278,189022,left
deformability,34806,263525,left
deformability,168772,43823,left
deformability,57165,6000,left
deformability,290583,253904,left
deformability,173528,106396,equal
deformability,302372,40105,equal
deformability,8719,161921,equal
deformability,143621,92138,left
deformability,142184,116212,left
deformability,296133,25182,equal
deformability,300831,284690,left
deformability,50864,204910,left
deformability,210067,211976,right
deformability,187413,121438,right
deformability,124701,162454,right
deformability,134791,198357,equal
deformability,87610,302882,right
deformability,302883,231982,right
deformability,52675,281054,left
deformability,271385,243090,right
deformability,254233,35334,left
deformability,234886,12670,equal
deformability,7785,11968,right
deformability,214492,25069,right
deformability,127278,112468,right
deformability,259814,269036,right
deformability,190873,237998,unclear
deformability,194068,232496,left
deformability,258192,275844,left
deformability,119977,270734,left
deformability,173450,157803,equal
deformability,165854,3199,left
deformability,261008,60308,left
deformability,42008,244848,unclear
deformability,173598,72723,right
deformability,93383,3199,left
deformability,124701,233449,right
deformability,184624,230519,right
deformability,89329,77513,right
deformability,1156,181940,left
deformability,210170,300667,right
deformability,207040,255535,left
deformability,161921,37172,unclear
deformability,275292,132662,left
deformability,191502,134715,equal
deformability,227107,134896,left
deformability,268257,178241,right
deformability,248590,240228,left
deformability,142415,276715,right
deformability,90484,250470,left
deformability,197487,246678,unclear
deformability,12749,272096,left
deformability,2951,272431,right
deformability,124502,269012,left
deformability,25716,98146,right
deformability,18789,257838,left
deformability,66521,168030,left
deformability,89862,216121,right
deformability,6711,72723,right
deformability,274198,259423,right
deformability,146199,118199,right
deformability,289459,46996,right
deformability,290042,93976,left
deformability,247327,187148,right
deformability,174742,267020,unclear
deformability,193832,75568,left
deformability,228372,257383,left
deformability,3358,73032,equal
deformability,242704,127668,left
deformability,254893,275844,equal
deformability,198687,181082,equal
deformability,295605,206411,equal
deformability,31669,297317,right
deformability,81103,285499,right
deformability,181679,186946,right
deformability,181679,295248,left
deformability,275077,38074,right
deformability,75074,240284,right
deformability,81515,4536,right
deformability,287151,223752,right
deformability,288119,83029,right
deformability,296949,17091,left
deformability,105578,240527,right
deformability,279678,273015,left
deformability,212300,214889,left
deformability,135896,109101,right
deformability,79634,90484,right
deformability,229227,186946,right
deformability,110587,57442,equal
deformability,231571,118112,right
deformability,305632,215961,right
deformability,275550,52989,right
deformability,131119,82729,right
deformability,266527,300078,unclear
deformability,301418,129950,right
deformability,136470,295360,left
deformability,210249,108861,left
deformability,294130,221131,equal
deformability,293204,240179,left
deformability,18166,911,right
deformability,105938,126758,left
deformability,271385,126507,left
deformability,287598,239902,right
deformability,166808,39140,equal
deformability,257838,198478,right
deformability,184563,188532,left
deformability,127531,261021,right
deformability,29381,201301,unclear
deformability,117779,276970,left
deformability,123622,113920,left
deformability,147633,226609,unclear
deformability,65392,190873,left
deformability,264334,283463,right
deformability,86639,86628,equal
deformability,43857,108352,equal
deformability,218973,8786,left
deformability,25598,205031,equal
deformability,205400,259432,right
deformability,30442,71475,equal
deformability,293945,167017,right
deformability,93383,52173,equal
deformability,250990,298716,left
deformability,26329,57868,equal
deformability,26268,556,left
deformability,288285,266162,equal
deformability,137936,55606,right
deformability,88109,131825,left
deformability,108216,205031,left
deformability,287279,55017,left
deformability,11031,90534,left
deformability,79949,88535,right
deformability,153406,292491,right
deformability,56114,198478,right
deformability,204667,44419,left
deformability,293615,216563,equal
deformability,223084,235373,equal
deformability,54362,149350,left
deformability,256256,297839,right
deformability,96860,113281,left
deformability,89862,179512,right
deformability,265799,158186,left
deformability,53983,99297,equal
deformability,128812,121660,right
deformability,84748,206892,right
deformability,207461,286481,right
deformability,240228,296548,equal
deformability,190274,887,right
deformability,74711,63791,unclear
deformability,153192,17091,equal
deformability,148292,241821,right
deformability,162029,25317,left
deformability,224673,48760,unclear
deformability,51178,27351,right
deformability,264220,224070,left
deformability,67612,215319,right
deformability,168512,99580,right
deformability,64583,26329,unclear
deformability,198234,112452,right
deformability,301169,237998,left
deformability,227687,262004,right
deformability,206631,131215,right
deformability,3402,99315,equal
deformability,21819,296133,right
deformability,305891,63632,equal
deformability,208916,30176,left
deformability,251015,16324,equal
deformability,151133,128593,unclear
deformability,180895,109922,equal
deformability,217258,127250,equal
deformability,225349,281485,right
deformability,181144,37607,equal
deformability,255287,168227,right
deformability,102252,192872,right
deformability,108861,297939,left
deformability,78425,50090,left
deformability,266035,305397,left
deformability,192116,28971,equal
deformability,108409,13968,left
deformability,215250,130719,equal
deformability,67612,212468,right
deformability,219174,32257,equal
deformability,67167,111726,left
deformability,15533,206892,right
deformability,217236,257501,equal
deformability,238908,297050,left
deformability,306990,151910,right
deformability,20976,130515,left
deformability,294047,42819,equal
deformability,127669,186352,unclear
deformability,31828,162230,left
deformability,236838,27538,left
deformability,137290,62584,right
deformability,175323,140995,right
deformability,126205,16302,equal
deformability,3402,44803,unclear
deformability,214916,249565,unclear
deformability,158842,40105,right
deformability,121438,85422,right
deformability,162342,198876,left
deformability,201357,284690,left
deformability,228372,72679,unclear
deformability,113544,38277,right
deformability,135896,198399,unclear
deformability,86704,122380,unclear
deformability,52445,262187,left
deformability,137681,26048,equal
deformability,123237,20204,left
deformability,59354,285283,left
deformability,227592,105302,equal
deformability,230278,189022,left
deformability,34806,263525,unclear
deformability,168772,43823,left
deformability,57165,6000,left
deformability,290583,253904,left
deformability,173528,106396,equal
deformability,302372,40105,equal
deformability,8719,161921,equal
deformability,143621,92138,unclear
deformability,142184,116212,unclear
deformability,296133,25182,equal
deformability,300831,284690,equal
deformability,50864,204910,left
deformability,210067,211976,unclear
deformability,187413,121438,right
deformability,124701,162454,unclear
deformability,134791,198357,equal
deformability,87610,302882,right
deformability,302883,231982,right
deformability,52675,281054,left
deformability,271385,243090,right
deformability,254233,35334,left
deformability,234886,12670,equal
deformability,7785,11968,right
deformability,214492,25069,left
deformability,127278,112468,unclear
deformability,259814,269036,left
deformability,190873,237998,right
deformability,194068,232496,equal
deformability,258192,275844,left
deformability,119977,270734,left
deformability,173450,157803,equal
deformability,165854,3199,left
deformability,261008,60308,left
deformability,42008,244848,equal
deformability,173598,72723,right
deformability,93383,3199,left
deformability,124701,233449,unclear
deformability,184624,230519,equal
deformability,89329,77513,right
deformability,1156,181940,left
deformability,210170,300667,right
deformability,207040,255535,left
deformability,161921,37172,unclear
deformability,275292,132662,left
deformability,191502,134715,equal
deformability,227107,134896,left
deformability,268257,178241,unclear
deformability,248590,240228,left
deformability,142415,276715,unclear
deformability,90484,250470,left
deformability,197487,246678,equal
deformability,12749,272096,left
deformability,2951,272431,unclear
deformability,124502,269012,left
deformability,25716,98146,right
deformability,18789,257838,left
deformability,66521,168030,right
deformability,89862,216121,equal
deformability,6711,72723,right
deformability,274198,259423,right
deformability,146199,118199,right
deformability,289459,46996,right
deformability,290042,93976,left
deformability,247327,187148,equal
deformability,174742,267020,equal
deformability,193832,75568,left
deformability,228372,257383,unclear
deformability,3358,73032,left
deformability,242704,127668,right
deformability,254893,275844,unclear
deformability,198687,181082,equal
deformability,295605,206411,equal
deformability,31669,297317,right
deformability,81103,285499,right
deformability,181679,186946,right
deformability,181679,295248,right
deformability,275077,38074,left
deformability,75074,240284,right
deformability,81515,4536,unclear
deformability,287151,223752,right
deformability,288119,83029,right
deformability,296949,17091,left
deformability,105578,240527,right
deformability,279678,273015,left
deformability,212300,214889,left
deformability,135896,109101,right
deformability,79634,90484,right
deformability,229227,186946,right
deformability,110587,57442,equal
deformability,231571,118112,equal
deformability,305632,215961,right
deformability,275550,52989,right
deformability,131119,82729,right
deformability,266527,300078,unclear
deformability,301418,129950,equal
deformability,136470,295360,left
deformability,210249,108861,left
deformability,294130,221131,equal
deformability,293204,240179,left
deformability,18166,911,right
deformability,105938,126758,left
deformability,271385,126507,right
deformability,287598,239902,unclear
deformability,166808,39140,equal
deformability,257838,198478,left
deformability,184563,188532,unclear
deformability,127531,261021,right
deformability,29381,201301,unclear
deformability,117779,276970,left
deformability,123622,113920,left
deformability,147633,226609,equal
deformability,65392,190873,left
deformability,264334,283463,right
deformability,86639,86628,equal
deformability,43857,108352,unclear
deformability,218973,8786,left
deformability,25598,205031,equal
deformability,205400,259432,right
deformability,30442,71475,equal
deformability,293945,167017,equal
deformability,93383,52173,equal
deformability,250990,298716,unclear
deformability,26329,57868,equal
deformability,26268,556,left
deformability,288285,266162,unclear
deformability,137936,55606,right
deformability,88109,131825,left
deformability,108216,205031,left
deformability,287279,55017,left
deformability,11031,90534,left
deformability,79949,88535,unclear
deformability,153406,292491,unclear
deformability,56114,198478,left
deformability,204667,44419,left
deformability,293615,216563,equal
deformability,223084,235373,equal
deformability,54362,149350,left
deformability,256256,297839,right
deformability,96860,113281,left
deformability,89862,179512,left
deformability,265799,158186,left
deformability,53983,99297,equal
deformability,128812,121660,unclear
deformability,84748,206892,right
deformability,207461,286481,right
deformability,240228,296548,equal
deformability,190274,887,right
deformability,74711,63791,unclear
deformability,153192,17091,equal
deformability,148292,241821,left
deformability,162029,25317,left
deformability,224673,48760,equal
deformability,51178,27351,right
deformability,264220,224070,unclear
deformability,67612,215319,unclear
deformability,168512,99580,unclear
deformability,64583,26329,unclear
deformability,198234,112452,right
deformability,301169,237998,left
deformability,227687,262004,right
deformability,206631,131215,right
deformability,3402,99315,equal
deformability,21819,296133,right
deformability,305891,63632,unclear
deformability,208916,30176,left
deformability,251015,16324,unclear
deformability,151133,128593,right
deformability,180895,109922,equal
deformability,217258,127250,equal
deformability,225349,281485,right
deformability,181144,37607,equal
deformability,255287,168227,unclear
deformability,102252,192872,right
deformability,108861,297939,left
deformability,78425,50090,left
deformability,266035,305397,left
deformability,192116,28971,left
deformability,108409,13968,left
deformability,215250,130719,right
deformability,67612,212468,right
deformability,219174,32257,equal
deformability,67167,111726,left
deformability,15533,206892,right
deformability,217236,257501,equal
deformability,238908,297050,right
deformability,306990,151910,unclear
deformability,20976,130515,unclear
deformability,294047,42819,left
deformability,127669,186352,left
deformability,31828,162230,left
deformability,236838,27538,left
deformability,137290,62584,right
deformability,175323,140995,right
deformability,126205,16302,equal
deformability,3402,44803,left
deformability,214916,249565,left
deformability,158842,40105,left
deformability,121438,85422,left
deformability,162342,198876,left
deformability,201357,284690,left
deformability,228372,72679,right
deformability,113544,38277,right
deformability,135896,198399,equal
deformability,86704,122380,right
deformability,52445,262187,left
deformability,137681,26048,equal
deformability,123237,20204,left
deformability,59354,285283,left
deformability,227592,105302,left
deformability,230278,189022,equal
deformability,34806,263525,left
deformability,168772,43823,left
deformability,57165,6000,unclear
deformability,290583,253904,left
deformability,173528,106396,unclear
deformability,302372,40105,left
deformability,8719,161921,equal
deformability,143621,92138,left
deformability,142184,116212,equal
deformability,296133,25182,left
deformability,300831,284690,equal
deformability,50864,204910,left
deformability,210067,211976,left
deformability,187413,121438,right
deformability,124701,162454,left
deformability,134791,198357,equal
deformability,87610,302882,right
deformability,302883,231982,right
deformability,52675,281054,left
deformability,271385,243090,right
deformability,254233,35334,left
deformability,234886,12670,equal
deformability,7785,11968,right
deformability,214492,25069,right
deformability,127278,112468,right
deformability,259814,269036,unclear
deformability,190873,237998,unclear
deformability,194068,232496,left
deformability,258192,275844,left
deformability,119977,270734,left
deformability,173450,157803,equal
deformability,165854,3199,unclear
deformability,261008,60308,left
deformability,42008,244848,unclear
deformability,173598,72723,left
deformability,93383,3199,unclear
deformability,124701,233449,left
deformability,184624,230519,right
deformability,89329,77513,right
deformability,1156,181940,left
deformability,210170,300667,left
deformability,207040,255535,left
deformability,161921,37172,left
deformability,275292,132662,left
deformability,191502,134715,equal
deformability,227107,134896,equal
deformability,268257,178241,left
deformability,248590,240228,equal
deformability,142415,276715,equal
deformability,90484,250470,left
deformability,197487,246678,equal
deformability,12749,272096,right
deformability,2951,272431,right
deformability,124502,269012,left
deformability,25716,98146,equal
deformability,18789,257838,left
deformability,66521,168030,left
deformability,89862,216121,right
deformability,6711,72723,left
deformability,274198,259423,right
deformability,146199,118199,right
deformability,289459,46996,right
deformability,290042,93976,left
deformability,247327,187148,right
deformability,174742,267020,left
deformability,193832,75568,left
deformability,228372,257383,equal
deformability,3358,73032,equal
deformability,242704,127668,right
deformability,254893,275844,left
deformability,198687,181082,equal
deformability,295605,206411,equal
deformability,31669,297317,right
deformability,81103,285499,unclear
deformability,181679,186946,right
deformability,181679,295248,equal
deformability,275077,38074,right
deformability,75074,240284,right
deformability,81515,4536,left
deformability,287151,223752,unclear
deformability,288119,83029,right
deformability,296949,17091,left
deformability,105578,240527,right
deformability,279678,273015,left
deformability,212300,214889,left
deformability,135896,109101,right
deformability,79634,90484,right
deformability,229227,186946,equal
deformability,110587,57442,equal
deformability,231571,118112,left
deformability,305632,215961,equal
deformability,275550,52989,equal
deformability,131119,82729,right
deformability,266527,300078,left
deformability,301418,129950,right
deformability,136470,295360,left
deformability,210249,108861,left
deformability,294130,221131,equal
deformability,293204,240179,left
deformability,18166,911,right
deformability,105938,126758,right
deformability,271385,126507,left
deformability,287598,239902,equal
deformability,166808,39140,equal
deformability,257838,198478,right
deformability,184563,188532,unclear
deformability,127531,261021,right
deformability,29381,201301,equal
deformability,117779,276970,left
deformability,123622,113920,left
deformability,147633,226609,equal
deformability,65392,190873,left
deformability,264334,283463,right
deformability,86639,86628,equal
deformability,43857,108352,equal
deformability,218973,8786,right
deformability,25598,205031,equal
deformability,205400,259432,right
deformability,30442,71475,right
deformability,293945,167017,right
deformability,93383,52173,equal
deformability,250990,298716,unclear
deformability,26329,57868,equal
deformability,26268,556,left
deformability,288285,266162,unclear
deformability,137936,55606,right
deformability,88109,131825,equal
deformability,108216,205031,left
deformability,287279,55017,unclear
deformability,11031,90534,left
deformability,79949,88535,unclear
deformability,153406,292491,right
deformability,56114,198478,right
deformability,204667,44419,equal
deformability,293615,216563,equal
deformability,223084,235373,equal
deformability,54362,149350,left
deformability,256256,297839,left
deformability,96860,113281,left
deformability,89862,179512,left
deformability,265799,158186,left
deformability,53983,99297,right
deformability,128812,121660,right
deformability,84748,206892,right
deformability,207461,286481,right
deformability,240228,296548,equal
deformability,190274,887,right
deformability,74711,63791,right
deformability,153192,17091,unclear
deformability,148292,241821,left
deformability,162029,25317,left
deformability,224673,48760,equal
deformability,51178,27351,right
deformability,264220,224070,left
deformability,67612,215319,right
deformability,168512,99580,unclear
deformability,64583,26329,equal
deformability,198234,112452,unclear
deformability,50549,186946,right
deformability,140333,53702,right
deformability,187668,236007,equal
deformability,90056,208215,right
deformability,8546,281103,equal
deformability,164380,108939,right
deformability,2396,16646,right
deformability,129950,164180,left
deformability,37607,206322,equal
deformability,195827,48932,left
deformability,110081,253346,right
deformability,197328,191048,equal
deformability,122214,106227,equal
deformability,285296,6511,equal
deformability,139049,11031,left
deformability,155450,3542,left
deformability,294130,179121,equal
deformability,71074,136925,equal
deformability,98079,110505,right
deformability,76249,170472,right
deformability,60308,154823,right
deformability,298716,183479,right
deformability,165423,11778,equal
deformability,103318,17712,left
deformability,299794,42872,left
deformability,89166,205238,right
deformability,171318,162454,equal
deformability,70000,210952,equal
deformability,37227,255738,left
deformability,195810,158186,left
deformability,37227,86890,left
deformability,268541,291509,equal
deformability,258978,130354,right
deformability,121628,85422,right
deformability,245643,29080,equal
deformability,28452,67998,right
deformability,254673,145652,right
deformability,139564,188532,equal
deformability,43857,40105,equal
deformability,53969,300552,right
deformability,160785,243090,right
deformability,32671,215577,right
deformability,129906,49496,right
deformability,255063,283938,right
deformability,273264,271742,right
deformability,68699,97855,right
deformability,241087,262574,left
deformability,170849,8786,equal
deformability,140995,109709,right
deformability,81370,291124,equal
deformability,36276,214128,right
deformability,232207,188215,left
deformability,145154,260453,right
deformability,228522,124352,right
deformability,35386,241997,left
deformability,223084,62584,left
deformability,206237,72188,equal
deformability,278520,108939,equal
deformability,250285,267024,left
deformability,106666,93108,left
deformability,238151,108374,right
deformability,279057,110151,right
deformability,103318,251015,equal
deformability,110787,30442,equal
deformability,109916,138562,equal
deformability,251829,83864,right
deformability,165423,267024,equal
deformability,53983,139564,left
deformability,145516,130719,left
deformability,58598,15882,equal
deformability,271742,264198,right
deformability,184844,86628,left
deformability,101434,77705,left
deformability,148460,20598,equal
