property,annotation_id_0,annotation_id_1,response
mass,116561,287125,left
mass,293749,176222,left
mass,250271,12791,left
mass,254798,217001,left
mass,193339,177470,left
mass,36104,187137,right
mass,259803,56707,right
mass,217391,12749,right
mass,309006,172469,left
mass,19270,266920,equal
mass,237479,275292,left
mass,227592,112250,right
mass,220027,119866,left
mass,270220,93592,left
mass,206568,71371,left
mass,77472,193513,left
mass,92866,229227,right
mass,97896,138621,right
mass,89920,172408,left
mass,225349,132023,left
mass,127279,280276,left
mass,28452,76289,equal
mass,80813,32377,equal
mass,151538,147687,left
mass,207278,14171,right
mass,18166,219283,right
mass,171264,93660,equal
mass,278777,162566,right
mass,15882,210713,right
mass,88321,150496,left
mass,23285,136431,left
mass,171421,162454,right
mass,86053,132532,right
mass,53528,113920,unclear
mass,19550,34546,left
mass,192336,305039,right
mass,276524,309037,left
mass,75995,4536,right
mass,180800,181686,equal
mass,98445,51784,right
mass,260813,182631,equal
mass,53610,121660,equal
mass,59354,28452,left
mass,198876,69386,right
mass,44737,206600,right
mass,183951,16585,right
mass,203824,259803,right
mass,283983,118815,unclear
mass,295218,245524,left
mass,120510,264755,left
mass,280964,288884,right
mass,255063,35133,right
mass,237997,190274,equal
mass,123139,26217,equal
mass,38277,187740,left
mass,182160,53702,left
mass,137538,251994,right
mass,281134,1424,left
mass,105055,99585,equal
mass,101322,126574,left
mass,111323,113814,right
mass,200690,169542,equal
mass,187148,108352,right
mass,43093,137936,unclear
mass,142155,292545,right
mass,199410,164380,left
mass,183293,40618,left
mass,102924,118199,right
mass,55476,208807,right
mass,200129,193513,left
mass,204106,49722,right
mass,305039,197328,equal
mass,21819,150389,left
mass,262423,179456,right
mass,276524,16194,equal
mass,132662,250470,equal
mass,221131,25579,left
mass,55405,202009,right
mass,290135,193430,right
mass,149543,97912,equal
mass,19550,121660,left
mass,206237,186946,left
mass,212800,46996,right
mass,260453,108061,left
mass,93660,84692,left
mass,190657,144370,left
mass,206961,118322,left
mass,11031,167869,right
mass,28452,110151,equal
mass,177665,278719,right
mass,85547,274665,equal
mass,157975,233570,right
mass,173452,132954,right
mass,144923,155606,right
mass,161124,67670,equal
mass,261040,266810,left
mass,281134,52452,left
mass,230991,298683,left
mass,176057,204866,left
mass,157094,181354,right
mass,301418,252373,equal
mass,157975,86268,right
mass,46996,223949,left
mass,131970,267164,right
mass,53665,290401,left
mass,251935,255879,left
mass,53019,74802,equal
mass,261942,29381,right
mass,119180,236449,left
mass,110644,61276,right
mass,95008,265028,left
mass,73165,161938,left
mass,105578,205984,left
mass,19768,274701,equal
mass,121950,40718,right
mass,65595,67998,equal
mass,224897,172649,right
mass,241087,12749,right
mass,139093,9560,equal
mass,147710,251736,right
mass,82566,300347,equal
mass,30443,47393,left
mass,22499,168221,equal
mass,210222,188532,equal
mass,146293,190274,left
mass,119426,13950,left
mass,42607,173139,equal
mass,54293,177213,equal
mass,30969,263128,right
mass,102579,257500,equal
mass,8144,62240,left
mass,301169,163202,right
mass,251829,308586,equal
mass,136120,285558,right
mass,293208,174495,equal
mass,15882,233570,equal
mass,205385,17104,equal
mass,146098,25598,equal
mass,235613,88981,left
mass,113393,72053,right
mass,292716,103907,left
mass,153309,108895,unclear
mass,141207,26048,left
mass,78437,309037,right
mass,174732,127776,equal
mass,83218,77877,right
mass,214616,92138,equal
mass,56707,267024,equal
mass,214128,25069,left
mass,147687,191342,equal
mass,292488,208230,equal
mass,153444,251219,right
mass,198536,192116,left
mass,250134,82542,right
mass,58601,117023,equal
mass,18916,90965,equal
mass,300667,106805,right
mass,197031,163644,right
mass,51587,216121,right
mass,48760,222332,right
mass,126800,241997,right
mass,108108,115329,right
mass,147135,116100,left
mass,211208,271385,right
mass,250611,151213,left
mass,127186,113707,equal
mass,250134,200690,left
mass,203867,127200,left
mass,210966,206322,right
mass,34806,212668,right
mass,278520,144736,equal
mass,20976,95170,right
mass,224897,26566,left
mass,26329,255535,equal
mass,255170,197779,left
mass,93644,22449,left
mass,141012,217714,left
mass,65796,257838,right
mass,211102,45401,left
mass,146453,132532,right
mass,244759,196937,equal
mass,222920,265051,left
mass,144008,235065,right
mass,70743,101002,left
mass,67336,51035,right
mass,210867,240179,left
mass,42607,126574,left
mass,118549,261645,left
mass,254426,1156,left
mass,217236,88535,left
mass,48760,36485,right
mass,257494,214445,right
mass,198687,79456,right
mass,242612,187148,equal
mass,123944,81631,equal
mass,63408,97972,equal
mass,59386,287728,right
mass,87483,179598,left
mass,183507,206147,equal
mass,11114,195810,left
mass,48511,223364,equal
mass,302687,201776,left
mass,75039,16324,left
mass,4536,272205,equal
mass,60299,119485,equal
mass,299976,72679,left
mass,291911,187137,equal
mass,258630,64491,left
mass,147190,79456,equal
mass,116561,287125,equal
mass,293749,176222,right
mass,250271,12791,left
mass,254798,217001,left
mass,193339,177470,left
mass,36104,187137,right
mass,259803,56707,right
mass,217391,12749,right
mass,309006,172469,left
mass,19270,266920,equal
mass,237479,275292,equal
mass,227592,112250,right
mass,220027,119866,left
mass,270220,93592,right
mass,206568,71371,left
mass,77472,193513,left
mass,92866,229227,right
mass,97896,138621,right
mass,89920,172408,equal
mass,225349,132023,left
mass,127279,280276,left
mass,28452,76289,equal
mass,80813,32377,left
mass,151538,147687,equal
mass,207278,14171,right
mass,18166,219283,right
mass,171264,93660,equal
mass,278777,162566,equal
mass,15882,210713,equal
mass,88321,150496,equal
mass,23285,136431,right
mass,171421,162454,equal
mass,86053,132532,right
mass,53528,113920,equal
mass,19550,34546,left
mass,192336,305039,equal
mass,276524,309037,equal
mass,75995,4536,right
mass,180800,181686,equal
mass,98445,51784,right
mass,260813,182631,equal
mass,53610,121660,equal
mass,59354,28452,left
mass,198876,69386,left
mass,44737,206600,right
mass,183951,16585,right
mass,203824,259803,left
mass,283983,118815,right
mass,295218,245524,left
mass,120510,264755,left
mass,280964,288884,right
mass,255063,35133,right
mass,237997,190274,equal
mass,123139,26217,equal
mass,38277,187740,left
mass,182160,53702,left
mass,137538,251994,right
mass,281134,1424,left
mass,105055,99585,equal
mass,101322,126574,left
mass,111323,113814,right
mass,200690,169542,equal
mass,187148,108352,right
mass,43093,137936,unclear
mass,142155,292545,right
mass,199410,164380,left
mass,85390,70168,left
mass,138351,139776,left
mass,3402,99315,equal
mass,249743,193804,right
mass,305891,63632,unclear
mass,251015,16324,unclear
mass,222185,183479,right
mass,180895,109922,equal
mass,128742,202765,unclear
mass,181144,37607,equal
mass,141468,150114,right
mass,234790,231980,right
mass,167402,22655,left
mass,278204,186913,right
mass,192116,28971,equal
mass,38165,266365,right
mass,109916,106800,left
mass,219174,32257,equal
mass,4308,266162,left
mass,66275,151815,right
mass,217236,257501,right
mass,253346,48763,left
mass,132821,147135,right
mass,26467,56429,unclear
mass,192872,73095,right
mass,294047,42819,left
mass,56984,89026,right
mass,231715,283463,left
mass,198536,249565,unclear
mass,234790,104947,left
mass,204159,266038,unclear
mass,29330,300382,right
mass,148460,57442,left
mass,259662,264755,unclear
mass,291509,185747,unclear
mass,153444,110980,right
mass,142184,193044,right
mass,150564,163744,unclear
mass,281262,11616,right
mass,275471,136285,left
mass,212186,210170,right
mass,219273,231849,right
mass,271683,131298,left
mass,137681,26048,equal
mass,18786,55814,right
mass,93383,34710,left
mass,227592,105302,equal
mass,19794,137019,right
mass,72433,236777,left
mass,35456,116082,right
mass,295360,214884,left
mass,252112,127776,unclear
mass,259432,253020,right
mass,173528,106396,equal
mass,302372,40105,equal
mass,8719,161921,right
mass,82775,206892,right
mass,63642,223302,left
mass,296133,25182,equal
mass,300831,284690,left
mass,215961,188460,right
mass,182971,16094,right
mass,249743,61276,right
mass,229539,257383,left
mass,301633,106157,right
mass,134791,198357,equal
mass,133741,194939,right
mass,26851,299629,left
mass,307871,217471,left
mass,104005,170849,left
mass,68699,240279,right
mass,234886,12670,left
mass,33794,139908,right
mass,205400,117289,right
mass,202964,103531,unclear
mass,307262,288201,left
mass,97855,113654,right
mass,194068,232496,right
mass,133863,86053,left
mass,306990,264198,left
mass,173450,157803,equal
mass,191288,6000,left
mass,270695,285558,right
mass,42008,244848,unclear
mass,2396,95271,left
mass,236845,136595,right
mass,115274,41891,left
mass,184624,230519,right
mass,127767,105136,unclear
mass,173203,112020,right
mass,68753,236315,left
mass,69459,232207,left
mass,246864,53702,left
mass,92949,127776,right
mass,191502,134715,equal
mass,277728,47401,left
mass,98962,216570,unclear
mass,121207,40715,right
mass,105055,158474,right
mass,137324,136962,unclear
mass,197487,246678,equal
mass,217982,86639,right
mass,131383,242240,right
mass,121950,257634,left
mass,156304,62240,equal
mass,80357,130719,equal
mass,93406,71371,left
mass,89862,216121,left
mass,124734,78792,unclear
mass,231571,161517,left
mass,229099,283463,left
mass,195107,266810,left
mass,198587,78774,left
mass,247327,187148,equal
mass,174742,267020,right
mass,254240,298573,left
mass,162533,136962,equal
mass,3358,73032,equal
mass,286091,21755,left
mass,292488,272428,right
mass,198687,181082,equal
mass,295605,206411,equal
mass,308284,125703,left
mass,87089,257383,left
mass,111901,224070,left
mass,7866,71475,left
mass,306990,278691,right
mass,278204,41609,right
mass,47401,189623,right
mass,179516,207114,left
mass,148818,87853,unclear
mass,224070,191342,unclear
mass,294047,125072,right
mass,260371,194941,right
mass,7426,231171,left
mass,151213,41891,right
mass,198209,138767,right
mass,110587,57442,equal
mass,183781,204866,left
mass,238498,3738,left
mass,197881,59356,left
mass,247580,292181,equal
mass,258477,259953,right
mass,182160,30969,left
mass,301418,129950,equal
mass,276970,193832,left
mass,221131,267525,right
mass,294130,221131,equal
mass,134013,16324,equal
mass,102199,298615,unclear
mass,151213,267879,right
mass,249651,308209,right
mass,164974,127668,right
mass,166808,39140,equal
mass,19269,47862,left
mass,95271,251260,unclear
mass,11473,161692,right
mass,164974,167025,right
mass,184563,67149,right
mass,25716,140550,left
mass,132202,50718,equal
mass,205558,156414,unclear
mass,147633,226609,equal
mass,278691,198606,left
mass,184190,217471,left
mass,86639,86628,equal
mass,50501,150496,unclear
mass,206575,41466,left
mass,25598,205031,equal
mass,18555,4182,right
mass,30442,71475,equal
mass,140333,305397,right
mass,93383,52173,equal
mass,29478,213219,right
mass,26329,57868,equal
mass,223949,180461,left
mass,100193,93592,right
mass,118447,278512,unclear
mass,40914,255138,left
mass,270797,221427,unclear
mass,87090,12259,right
mass,137812,21819,right
mass,224070,293445,right
mass,160600,55814,right
mass,212928,75312,left
mass,293615,216563,unclear
mass,223084,235373,equal
mass,297092,91672,left
mass,166952,188539,left
mass,306990,150517,left
mass,168772,230519,right
mass,269007,235094,left
mass,270695,9783,left
mass,53983,99297,equal
mass,110081,172915,right
mass,65200,170513,left
mass,98445,288119,right
mass,240228,296548,equal
mass,245497,172408,left
mass,145516,78721,left
mass,31104,222315,right
mass,153192,17091,equal
mass,242525,158629,right
mass,233704,258907,left
mass,224673,48760,left
mass,76785,73268,unclear
mass,96093,212668,right
mass,75655,42923,right
mass,180051,41316,right
mass,212800,387,left
mass,258630,230991,right
mass,85390,70168,left
mass,138351,139776,left
mass,3402,99315,equal
mass,249743,193804,right
mass,305891,63632,left
mass,251015,16324,unclear
mass,222185,183479,right
mass,180895,109922,right
mass,128742,202765,left
mass,181144,37607,right
mass,141468,150114,right
mass,234790,231980,right
mass,167402,22655,left
mass,278204,186913,right
mass,192116,28971,equal
mass,38165,266365,right
mass,109916,106800,left
mass,219174,32257,equal
mass,4308,266162,left
mass,66275,151815,left
mass,217236,257501,right
mass,253346,48763,left
mass,132821,147135,right
mass,26467,56429,right
mass,192872,73095,right
mass,294047,42819,left
mass,56984,89026,right
mass,231715,283463,left
mass,198536,249565,right
mass,234790,104947,left
mass,204159,266038,right
mass,29330,300382,right
mass,148460,57442,left
mass,259662,264755,left
mass,291509,185747,right
mass,153444,110980,right
mass,142184,193044,right
mass,150564,163744,left
mass,281262,11616,right
mass,275471,136285,left
mass,212186,210170,left
mass,219273,231849,right
mass,271683,131298,left
mass,137681,26048,left
mass,18786,55814,right
mass,93383,34710,left
mass,227592,105302,right
mass,19794,137019,right
mass,72433,236777,left
mass,35456,116082,right
mass,295360,214884,right
mass,252112,127776,left
mass,259432,253020,right
mass,173528,106396,unclear
mass,302372,40105,left
mass,8719,161921,equal
mass,82775,206892,right
mass,63642,223302,left
mass,296133,25182,left
mass,300831,284690,left
mass,215961,188460,right
mass,182971,16094,right
mass,249743,61276,right
mass,229539,257383,left
mass,301633,106157,right
mass,134791,198357,unclear
mass,133741,194939,right
mass,26851,299629,left
mass,307871,217471,left
mass,104005,170849,left
mass,68699,240279,right
mass,234886,12670,left
mass,33794,139908,right
mass,205400,117289,right
mass,202964,103531,left
mass,307262,288201,left
mass,97855,113654,right
mass,194068,232496,right
mass,133863,86053,left
mass,306990,264198,left
mass,173450,157803,equal
mass,191288,6000,left
mass,270695,285558,right
mass,42008,244848,unclear
mass,2396,95271,left
mass,236845,136595,right
mass,115274,41891,left
mass,184624,230519,right
mass,127767,105136,left
mass,173203,112020,right
mass,68753,236315,left
mass,69459,232207,left
mass,246864,53702,left
mass,92949,127776,left
mass,191502,134715,right
mass,277728,47401,left
mass,98962,216570,left
mass,121207,40715,right
mass,105055,158474,right
mass,137324,136962,left
mass,197487,246678,equal
mass,217982,86639,right
mass,131383,242240,right
mass,121950,257634,right
mass,156304,62240,left
mass,80357,130719,left
mass,93406,71371,left
mass,89862,216121,right
mass,124734,78792,left
mass,231571,161517,left
mass,229099,283463,left
mass,195107,266810,left
mass,198587,78774,left
mass,247327,187148,left
mass,174742,267020,right
mass,254240,298573,left
mass,162533,136962,left
mass,3358,73032,right
mass,286091,21755,left
mass,292488,272428,right
mass,198687,181082,equal
mass,295605,206411,equal
mass,308284,125703,left
mass,87089,257383,left
mass,111901,224070,left
mass,7866,71475,right
mass,306990,278691,right
mass,278204,41609,right
mass,47401,189623,right
mass,179516,207114,left
mass,148818,87853,left
mass,224070,191342,left
mass,294047,125072,right
mass,260371,194941,left
mass,7426,231171,left
mass,151213,41891,right
mass,198209,138767,right
mass,110587,57442,unclear
mass,183781,204866,left
mass,238498,3738,left
mass,197881,59356,left
mass,247580,292181,left
mass,258477,259953,right
mass,182160,30969,left
mass,301418,129950,left
mass,276970,193832,left
mass,221131,267525,right
mass,294130,221131,right
mass,134013,16324,left
mass,102199,298615,left
mass,151213,267879,right
mass,249651,308209,right
mass,164974,127668,right
mass,166808,39140,unclear
mass,19269,47862,left
mass,95271,251260,right
mass,11473,161692,right
mass,164974,167025,right
mass,184563,67149,right
mass,25716,140550,left
mass,132202,50718,right
mass,205558,156414,right
mass,147633,226609,right
mass,278691,198606,left
mass,184190,217471,left
mass,86639,86628,left
mass,50501,150496,left
mass,206575,41466,left
mass,25598,205031,left
mass,18555,4182,right
mass,30442,71475,left
mass,140333,305397,right
mass,93383,52173,right
mass,29478,213219,right
mass,26329,57868,equal
mass,223949,180461,right
mass,100193,93592,left
mass,118447,278512,right
mass,40914,255138,left
mass,270797,221427,left
mass,87090,12259,right
mass,137812,21819,right
mass,224070,293445,left
mass,160600,55814,right
mass,212928,75312,left
mass,293615,216563,unclear
mass,223084,235373,equal
mass,297092,91672,left
mass,166952,188539,left
mass,306990,150517,left
mass,168772,230519,right
mass,269007,235094,left
mass,270695,9783,left
mass,53983,99297,left
mass,110081,172915,right
mass,65200,170513,right
mass,98445,288119,right
mass,240228,296548,left
mass,245497,172408,left
mass,145516,78721,left
mass,31104,222315,right
mass,153192,17091,unclear
mass,242525,158629,right
mass,233704,258907,left
mass,224673,48760,left
mass,76785,73268,right
mass,96093,212668,left
mass,75655,42923,right
mass,180051,41316,right
mass,212800,387,left
mass,258630,230991,right
mass,168221,227595,left
mass,110243,117779,right
mass,203229,162029,left
mass,187668,236007,left
mass,116195,3451,left
mass,42986,151361,left
mass,28859,69386,left
mass,229420,184323,right
mass,86053,50718,left
mass,37607,206322,right
mass,71043,24058,right
mass,138767,213441,left
mass,197328,191048,equal
mass,122214,106227,equal
mass,285296,6511,equal
mass,26186,106504,left
mass,120861,166887,right
mass,71074,136925,equal
mass,45654,53213,right
mass,4184,252373,equal
mass,274837,289645,right
mass,247511,83864,left
mass,156138,87089,right
mass,277518,307110,left
mass,89380,275950,right
mass,264506,118626,left
mass,271927,51319,right
mass,171318,162454,right
mass,70000,210952,equal
mass,86704,105160,left
mass,195810,158186,left
mass,79968,216539,right
mass,65058,63540,right
mass,236069,226494,equal
mass,30675,297058,left
mass,143285,151433,left
mass,202720,202009,right
mass,139564,188532,equal
mass,43857,40105,equal
mass,195198,50549,left
mass,29529,20258,left
mass,218973,218722,right
mass,286613,269012,right
mass,39849,101557,right
mass,18916,138201,right
mass,16094,278430,right
mass,219016,96838,right
mass,182592,292437,left
mass,309176,110505,left
mass,149543,43823,right
mass,124172,58963,right
mass,86456,185610,right
mass,172042,80192,left
mass,300836,201781,right
mass,288315,173417,left
mass,123139,105561,equal
mass,255535,90879,right
mass,278520,108939,equal
mass,250285,267024,left
mass,15301,50419,right
mass,32377,306059,right
mass,275471,40220,left
mass,103318,251015,equal
mass,137895,288163,left
mass,110787,30442,equal
mass,93392,111982,right
mass,251829,83864,left
mass,145007,291782,left
mass,273716,30624,left
mass,3402,175209,right
mass,260813,213885,right
mass,26186,246279,left
mass,20458,218176,right
mass,268622,193804,left
mass,258777,267171,left
mass,243069,267838,left
mass,20115,127200,equal
mass,156143,248406,left
mass,18591,21982,left
mass,201357,128812,left
mass,229539,186252,left
mass,138351,166332,left
mass,48763,205031,equal
mass,2906,116100,right
mass,7277,46872,left
mass,184320,56728,left
mass,14549,44506,left
mass,242240,116561,left
mass,203218,79516,right
mass,272653,307110,left
mass,277518,57224,left
mass,208916,264220,left
mass,160,147817,left
mass,259280,94115,equal
mass,124734,218425,right
mass,83464,283938,right
mass,67167,253787,left
mass,259662,216539,right
mass,127163,187148,equal
mass,66527,44506,right
mass,216561,80813,equal
mass,288778,16856,left
mass,131674,44409,right
mass,50994,241821,left
mass,191288,257541,left
mass,92517,204158,equal
mass,172884,184313,left
mass,190330,232466,left
mass,50419,171318,right
mass,231648,9560,right
mass,127668,235065,left
mass,96860,261712,equal
mass,55405,164712,equal
mass,42713,270796,left
mass,135891,134013,right
mass,67167,203824,equal
mass,163249,176616,left
mass,161300,52200,right
mass,206411,101070,left
mass,292684,58602,equal
mass,254838,49722,left
mass,88645,3738,equal
mass,44077,50090,equal
mass,210389,48763,equal
mass,290650,151133,left
mass,2951,304146,left
mass,19269,273367,left
mass,153309,152256,right
mass,208740,270223,left
mass,82007,278456,left
mass,228258,294003,right
mass,276538,237239,right
mass,44793,98147,equal
mass,249842,254866,equal
mass,158629,244256,equal
mass,43906,304352,left
mass,123916,220724,right
mass,25317,150718,left
mass,117289,231849,equal
mass,239265,65796,left
mass,45083,241632,right
mass,204656,214616,left
mass,76585,245524,left
mass,112577,259145,right
mass,262100,37189,right
mass,250740,176222,right
mass,276524,132023,right
mass,228258,80813,left
mass,261380,278430,right
mass,43857,151538,left
mass,148818,214128,right
mass,175021,150718,left
mass,181354,173417,equal
mass,94231,118112,right
mass,153309,231982,right
mass,55019,28297,left
mass,42819,179244,right
mass,185141,298615,right
mass,266645,126574,left
mass,140108,266129,equal
mass,19794,117294,right
mass,176317,308681,right
mass,162986,231171,right
mass,19550,230780,left
mass,162029,16194,equal
mass,190403,202292,right
mass,277728,229976,left
mass,251219,87530,left
mass,261180,64043,left
mass,76865,192573,right
mass,164906,309006,right
mass,70378,216799,left
mass,277909,139564,left
mass,112468,101533,equal
mass,119426,286045,right
mass,216344,74802,equal
mass,98124,59915,equal
mass,133577,119736,left
mass,162029,181686,left
mass,239262,180495,left
mass,86309,185095,left
mass,301774,115329,left
mass,212427,298573,left
mass,246276,162454,left
mass,41891,52173,left
mass,68753,215834,left
mass,216561,251829,right
mass,189397,247722,right
mass,236838,12259,right
mass,72955,240527,right
mass,89204,1815,right
mass,26900,287125,left
mass,183507,208230,left
mass,274095,65058,left
mass,100193,92517,left
mass,113814,297850,left
mass,90584,20598,left
mass,213885,245875,left
mass,266810,242075,left
mass,267838,192438,right
mass,237239,162454,right
mass,301326,232496,right
mass,167514,98146,left
mass,303867,266527,equal
mass,299629,185747,right
mass,301169,125072,right
mass,20976,239262,right
mass,117910,214889,right
mass,133741,261417,right
mass,168221,227595,left
mass,110243,117779,right
mass,203229,162029,left
mass,187668,236007,left
mass,116195,3451,left
mass,42986,151361,left
mass,28859,69386,left
mass,229420,184323,right
mass,86053,50718,left
mass,37607,206322,left
mass,71043,24058,left
mass,138767,213441,left
mass,197328,191048,left
mass,122214,106227,equal
mass,285296,6511,equal
mass,26186,106504,left
mass,120861,166887,right
mass,71074,136925,left
mass,45654,53213,right
mass,4184,252373,equal
mass,274837,289645,right
mass,247511,83864,right
mass,156138,87089,right
mass,277518,307110,left
mass,89380,275950,right
mass,264506,118626,left
mass,271927,51319,right
mass,171318,162454,right
mass,70000,210952,right
mass,86704,105160,left
mass,195810,158186,left
mass,79968,216539,right
mass,65058,63540,right
mass,236069,226494,left
mass,30675,297058,equal
mass,143285,151433,left
mass,202720,202009,right
mass,139564,188532,equal
mass,43857,40105,equal
mass,195198,50549,left
mass,29529,20258,left
mass,218973,218722,right
mass,286613,269012,equal
mass,39849,101557,right
mass,18916,138201,left
mass,16094,278430,left
mass,219016,96838,right
mass,182592,292437,equal
mass,309176,110505,left
mass,149543,43823,right
mass,124172,58963,left
mass,86456,185610,right
mass,172042,80192,left
mass,300836,201781,right
mass,288315,173417,left
mass,123139,105561,equal
mass,255535,90879,right
mass,278520,108939,equal
mass,250285,267024,right
mass,15301,50419,right
mass,32377,306059,right
mass,275471,40220,left
mass,103318,251015,equal
mass,137895,288163,left
mass,110787,30442,left
mass,93392,111982,right
mass,251829,83864,equal
mass,145007,291782,left
mass,273716,30624,left
mass,3402,175209,right
mass,260813,213885,right
mass,26186,246279,left
mass,20458,218176,equal
mass,268622,193804,left
mass,258777,267171,left
mass,243069,267838,left
mass,20115,127200,left
mass,156143,248406,equal
mass,18591,21982,left
mass,201357,128812,left
mass,229539,186252,equal
mass,138351,166332,left
mass,48763,205031,left
mass,2906,116100,left
mass,7277,46872,left
mass,184320,56728,left
mass,14549,44506,left
mass,242240,116561,left
mass,203218,79516,equal
mass,272653,307110,left
mass,277518,57224,right
mass,208916,264220,left
mass,160,147817,equal
mass,259280,94115,right
mass,124734,218425,left
mass,83464,283938,right
mass,67167,253787,left
mass,259662,216539,right
mass,127163,187148,left
mass,66527,44506,right
mass,216561,80813,left
mass,288778,16856,right
mass,131674,44409,right
mass,50994,241821,unclear
mass,191288,257541,left
mass,92517,204158,equal
mass,172884,184313,left
mass,190330,232466,left
mass,50419,171318,left
mass,231648,9560,right
mass,127668,235065,left
mass,96860,261712,equal
mass,55405,164712,equal
mass,42713,270796,left
mass,135891,134013,left
mass,67167,203824,left
mass,163249,176616,left
mass,161300,52200,right
mass,206411,101070,left
mass,292684,58602,left
mass,254838,49722,left
mass,88645,3738,equal
mass,44077,50090,equal
mass,210389,48763,left
mass,290650,151133,equal
mass,2951,304146,left
mass,19269,273367,left
mass,153309,152256,right
mass,208740,270223,left
mass,82007,278456,left
mass,228258,294003,left
mass,276538,237239,right
mass,44793,98147,equal
mass,249842,254866,equal
mass,158629,244256,equal
mass,43906,304352,equal
mass,123916,220724,left
mass,25317,150718,equal
mass,117289,231849,equal
mass,239265,65796,left
mass,45083,241632,left
mass,204656,214616,left
mass,76585,245524,left
mass,112577,259145,right
mass,262100,37189,right
mass,250740,176222,right
mass,276524,132023,equal
mass,228258,80813,left
mass,261380,278430,right
mass,43857,151538,right
mass,148818,214128,right
mass,175021,150718,right
mass,181354,173417,equal
mass,94231,118112,right
mass,153309,231982,left
mass,55019,28297,left
mass,42819,179244,right
mass,185141,298615,right
mass,266645,126574,left
mass,140108,266129,equal
mass,19794,117294,equal
mass,176317,308681,right
mass,162986,231171,right
mass,19550,230780,equal
mass,162029,16194,equal
mass,190403,202292,right
mass,277728,229976,left
mass,251219,87530,left
mass,261180,64043,left
mass,76865,192573,right
mass,164906,309006,equal
mass,70378,216799,equal
mass,277909,139564,left
mass,112468,101533,equal
mass,119426,286045,equal
mass,216344,74802,equal
mass,98124,59915,equal
mass,133577,119736,left
mass,162029,181686,equal
mass,239262,180495,equal
mass,86309,185095,left
mass,301774,115329,left
mass,212427,298573,left
mass,246276,162454,left
mass,41891,52173,right
mass,68753,215834,equal
mass,216561,251829,equal
mass,189397,247722,equal
mass,236838,12259,right
mass,72955,240527,right
mass,89204,1815,right
