property,annotation_id_0,annotation_id_1,response
fragility,268490,297317,left
fragility,165108,98523,left
fragility,139093,9560,equal
fragility,266920,284643,right
fragility,82566,300347,equal
fragility,289460,2941,right
fragility,22499,168221,equal
fragility,210222,188532,equal
fragility,263171,227107,left
fragility,149610,67381,left
fragility,49565,130476,right
fragility,130354,139651,left
fragility,50705,172649,equal
fragility,102579,257500,equal
fragility,288119,150704,left
fragility,186333,217471,right
fragility,93142,4793,right
fragility,67189,57483,left
fragility,163249,288201,right
fragility,156716,20115,right
fragility,15882,233570,equal
fragility,215319,172469,left
fragility,262694,115399,equal
fragility,20479,276213,left
fragility,12791,91263,right
fragility,153309,108895,equal
fragility,204656,276213,left
fragility,124247,42872,right
fragility,154976,57483,left
fragility,93406,301802,left
fragility,172223,95042,left
fragility,56707,267024,equal
fragility,182645,229227,right
fragility,26566,245643,right
fragility,292488,208230,equal
fragility,289459,65058,right
fragility,236835,178884,right
fragility,220605,23285,right
fragility,18916,90965,equal
fragility,160785,298745,right
fragility,227040,77513,left
fragility,68356,149008,right
fragility,48760,222332,equal
fragility,144397,87853,left
fragility,185610,51784,left
fragility,16915,7141,left
fragility,138767,253904,left
fragility,89166,135832,equal
fragility,127186,113707,equal
fragility,42819,52173,left
fragility,73199,12132,left
fragility,155450,12791,right
fragility,243881,253020,left
fragility,278520,144736,equal
fragility,248184,215885,right
fragility,18555,65480,right
fragility,26329,255535,equal
fragility,136962,207703,left
fragility,40485,273042,left
fragility,51671,197767,right
fragility,19269,173450,right
fragility,300667,58169,equal
fragility,82538,72679,left
fragility,244759,196937,equal
fragility,20976,121253,right
fragility,78774,235037,right
fragility,174048,4536,right
fragility,255738,264755,left
fragility,163249,300864,right
fragility,106227,151109,right
fragility,266365,118553,left
fragility,6711,26186,right
fragility,66527,56707,left
fragility,140448,215885,right
fragility,273042,218722,left
fragility,212310,79547,left
fragility,110763,93976,left
fragility,242612,187148,equal
fragility,98974,155606,right
fragility,301633,20258,right
fragility,76249,113544,left
fragility,144608,119977,left
fragility,183507,206147,equal
fragility,122242,65595,left
fragility,137812,162642,right
fragility,145795,158471,left
fragility,4536,272205,equal
fragility,60299,119485,equal
fragility,299976,72679,equal
fragility,291911,187137,equal
fragility,298615,168227,right
fragility,147190,79456,equal
fragility,68299,224895,left
fragility,11473,113707,right
fragility,63632,66428,left
fragility,37227,178562,left
fragility,130723,220799,left
fragility,250134,25949,equal
fragility,197767,232049,left
fragility,249374,230033,right
fragility,19270,266920,equal
fragility,284832,261712,left
fragility,120823,282992,right
fragility,11566,273042,right
fragility,307619,201796,right
fragility,209093,56508,left
fragility,260371,193044,right
fragility,89920,172408,equal
fragility,44803,220724,right
fragility,75997,179121,right
fragility,29553,121797,right
fragility,28452,76289,equal
fragility,204551,232496,right
fragility,231412,261712,equal
fragility,153406,88708,left
fragility,146293,100938,left
fragility,171264,93660,equal
fragility,15882,210713,equal
fragility,88321,150496,equal
fragility,173431,165396,right
fragility,95042,70435,right
fragility,53528,113920,equal
fragility,287151,276970,right
fragility,240179,251586,right
fragility,276524,309037,equal
fragility,82375,39111,left
fragility,156120,42713,right
fragility,180800,181686,equal
fragility,220167,120276,left
fragility,260813,182631,equal
fragility,53610,121660,equal
fragility,143451,121660,right
fragility,193793,200690,left
fragility,145516,50722,equal
fragility,164906,300445,right
fragility,206883,135012,right
fragility,223307,110081,right
fragility,205880,282954,right
fragility,114142,198334,left
fragility,142415,134791,right
fragility,280964,288884,equal
fragility,146201,98147,left
fragility,18144,63990,left
fragility,15301,110980,left
fragility,123139,26217,equal
fragility,247511,208215,left
fragility,26136,235721,left
fragility,124247,296549,left
fragility,292802,215834,left
fragility,105055,99585,equal
fragility,245478,59354,right
fragility,22672,241956,right
fragility,200690,169542,equal
fragility,278519,280142,left
fragility,43093,137936,equal
fragility,213136,20204,equal
fragility,197707,124172,right
fragility,151538,87615,left
fragility,278719,201796,right
fragility,3738,248743,right
fragility,32512,1998,equal
fragility,3402,99315,equal
fragility,227379,285296,right
fragility,305891,63632,unclear
fragility,35694,172042,left
fragility,251015,16324,equal
fragility,128812,67189,left
fragility,180895,109922,equal
fragility,212354,47393,equal
fragility,181144,37607,equal
fragility,235649,129214,equal
fragility,40485,199390,right
fragility,278519,58169,left
fragility,169033,236838,equal
fragility,204910,24634,left
fragility,192116,28971,right
fragility,58464,180658,left
fragility,110549,90965,left
fragility,167789,247722,equal
fragility,219174,32257,equal
fragility,143998,14554,equal
fragility,93660,249743,right
fragility,217236,257501,right
fragility,204656,294875,left
fragility,44409,209343,left
fragility,237239,196434,left
fragility,294047,42819,right
fragility,45299,137961,left
fragility,288285,7866,left
fragility,241364,151538,equal
fragility,98062,206203,left
fragility,261380,130719,right
fragility,151592,23919,right
fragility,191511,101533,right
fragility,170886,34710,left
fragility,59356,7277,left
fragility,225791,278430,left
fragility,196584,121253,right
fragility,107171,236315,right
fragility,102579,41929,left
fragility,135896,290313,left
fragility,168491,137815,right
fragility,88456,93392,right
fragility,154899,168014,right
fragility,137681,26048,right
fragility,143285,138142,left
fragility,102924,116082,right
fragility,227592,105302,equal
fragility,108861,72433,right
fragility,88321,262147,equal
fragility,17104,150211,right
fragility,303456,260829,right
fragility,169587,192644,right
fragility,45401,64704,equal
fragility,173528,106396,unclear
fragility,302372,40105,left
fragility,8719,161921,equal
fragility,218973,120195,left
fragility,26566,300383,right
fragility,296133,25182,equal
fragility,300831,284690,left
fragility,14171,89170,left
fragility,281103,235266,right
fragility,68519,278430,left
fragility,136925,223302,left
fragility,27529,79041,right
fragility,134791,198357,equal
fragility,214595,67431,left
fragility,261008,226494,right
fragility,247327,220303,left
fragility,173528,74711,right
fragility,85866,161821,left
fragility,234886,12670,left
fragility,76032,265028,left
fragility,231412,290588,right
fragility,138351,265799,left
fragility,291124,197779,left
fragility,194068,232496,right
fragility,133675,207114,equal
fragility,5856,203360,right
fragility,173450,157803,equal
fragility,39616,278520,left
fragility,37189,107993,left
fragility,42008,244848,unclear
fragility,87610,179512,right
fragility,205655,72723,right
fragility,157094,79516,right
fragility,184624,230519,equal
fragility,196902,272431,right
fragility,140333,213722,right
fragility,287252,181144,right
fragility,178932,24529,equal
fragility,302883,4184,left
fragility,279461,140748,left
fragility,176057,216348,left
fragility,191502,134715,equal
fragility,295218,289460,right
fragility,301326,151172,left
fragility,208267,108352,left
fragility,197487,246678,right
fragility,201357,167025,left
fragility,234790,261645,right
fragility,124701,177342,right
fragility,186260,108061,left
fragility,257634,146976,left
fragility,127767,197031,left
fragility,89862,216121,equal
fragility,268257,292181,left
fragility,146623,24058,left
fragility,171518,26217,left
fragility,300864,144025,left
fragility,156304,117477,equal
fragility,247327,187148,left
fragility,174742,267020,right
fragility,37607,62196,left
fragility,204519,97170,right
fragility,3358,73032,left
fragility,86168,292221,equal
fragility,241956,69210,left
fragility,198687,181082,left
fragility,295605,206411,equal
fragility,37448,158474,left
fragility,136470,218274,left
fragility,174732,204551,right
fragility,261693,270792,left
fragility,87129,132658,equal
fragility,307276,285499,right
fragility,113707,200690,equal
fragility,48085,233570,left
fragility,98518,180369,equal
fragility,22672,213722,right
fragility,19266,264334,right
fragility,136007,142152,left
fragility,181679,296949,equal
fragility,110587,57442,equal
fragility,40105,302768,left
fragility,214916,68299,right
fragility,73268,231131,equal
fragility,8719,178932,right
fragility,35433,19267,right
fragility,59624,297317,left
fragility,99016,24529,left
fragility,301418,129950,equal
fragility,250996,9783,right
fragility,294130,221131,left
fragility,37224,252112,right
fragility,116568,270796,right
fragility,104950,84748,equal
fragility,234893,282667,left
fragility,301384,105302,equal
fragility,166808,39140,equal
fragility,23337,147605,right
fragility,208267,123916,left
fragility,274837,132427,right
fragility,32512,127668,left
fragility,220498,68519,right
fragility,276524,13950,equal
fragility,147633,226609,left
fragility,273264,67431,right
fragility,16094,150555,left
fragility,86639,86628,left
fragility,46996,93822,right
fragility,190330,23194,left
fragility,25598,205031,right
fragility,111223,297839,equal
fragility,30442,71475,right
fragility,252373,305891,equal
fragility,93383,52173,left
fragility,96838,56429,left
fragility,26329,57868,left
fragility,40345,42986,right
fragility,166887,198606,left
fragility,293204,44056,right
fragility,211752,235286,left
fragility,55017,147817,right
fragility,271385,152099,right
fragility,125229,266967,equal
fragility,186481,132954,left
fragility,196497,307034,right
fragility,216561,254233,left
fragility,14554,300552,right
fragility,293615,216563,right
fragility,223084,235373,equal
fragility,64651,42106,left
fragility,238017,215885,left
fragility,26136,112848,right
fragility,119180,14947,equal
fragility,240883,201781,right
fragility,38885,280209,right
fragility,53983,99297,right
fragility,65392,216561,right
fragility,257053,285296,right
fragility,26851,180369,right
fragility,240228,296548,left
fragility,217236,296549,left
fragility,76249,174168,right
fragility,64583,137519,left
fragility,153192,17091,unclear
fragility,242802,131215,right
fragility,298533,299976,left
fragility,224673,48760,right
fragility,37841,263128,left
fragility,205385,192644,right
fragility,132821,254893,right
fragility,286200,113979,right
fragility,163249,189397,right
fragility,210007,104835,right
fragility,197,213427,left
fragility,38885,176616,right
fragility,200641,251432,equal
fragility,63042,184970,right
fragility,254893,112468,right
fragility,45654,138582,left
fragility,20386,31669,right
fragility,258630,151592,left
fragility,198976,290588,left
fragility,192644,266810,left
fragility,258777,189622,equal
fragility,92866,290352,equal
fragility,174315,258896,left
fragility,288163,130719,equal
fragility,14171,235613,equal
fragility,35456,24484,equal
fragility,242525,203218,right
fragility,50994,292527,left
fragility,119548,305052,right
fragility,117720,23279,right
fragility,40914,118626,left
fragility,231517,26900,equal
fragility,7866,235721,right
fragility,9701,136887,left
fragility,20458,88618,left
fragility,231850,294003,equal
fragility,226482,235721,equal
fragility,165854,235037,left
fragility,257383,53610,left
fragility,93694,185174,right
fragility,34806,190274,equal
fragility,73426,20204,right
fragility,157205,52200,right
fragility,32512,94115,right
fragility,279678,76598,left
fragility,59356,125072,equal
fragility,252112,27000,left
fragility,252696,265401,right
fragility,51319,272428,right
fragility,97546,206600,right
fragility,258978,123053,left
fragility,186821,139093,left
fragility,260829,217081,equal
fragility,200752,76598,left
fragility,284832,182300,equal
fragility,100134,219283,equal
fragility,299451,20458,right
fragility,123237,4308,right
fragility,187668,17091,right
fragility,225849,9560,equal
fragility,134057,105982,equal
fragility,255287,88618,right
fragility,108755,53665,right
fragility,292488,220133,left
fragility,115720,67859,left
fragility,220644,309037,equal
fragility,238017,231849,left
fragility,147710,211560,right
fragility,26217,217081,right
fragility,198587,53493,equal
fragility,83810,54146,right
fragility,201357,151172,left
fragility,93142,236544,right
fragility,297850,288201,equal
fragility,98974,556,equal
fragility,71389,44279,left
fragility,83218,296548,left
fragility,269036,187507,right
fragility,281054,153082,left
fragility,230129,150389,left
fragility,130520,64504,equal
fragility,14395,71389,equal
fragility,214186,183293,equal
fragility,82343,39111,right
fragility,199189,155010,equal
fragility,192336,166332,right
fragility,294003,157540,equal
fragility,99246,87853,right
fragility,201796,53265,left
fragility,43093,70000,equal
fragility,184234,269012,left
fragility,233704,12324,left
fragility,183507,264051,right
fragility,134882,20507,right
fragility,8546,183947,left
fragility,108895,65480,left
fragility,69459,53610,equal
fragility,286200,61625,left
fragility,148818,55161,left
fragility,300382,106131,right
fragility,179121,247581,left
fragility,127776,235393,right
fragility,68171,18256,left
fragility,21005,153309,left
fragility,130515,157803,left
fragility,82775,272366,right
fragility,86600,130640,equal
fragility,49421,151213,equal
fragility,242169,136431,right
fragility,305891,201024,right
fragility,192336,281103,left
fragility,185969,167514,left
fragility,250640,272428,left
fragility,76785,222462,left
fragility,173598,205400,right
fragility,146924,160960,left
fragility,65595,3542,right
fragility,139573,118626,equal
fragility,108066,153406,right
fragility,237527,62025,left
fragility,123212,190676,equal
fragility,3602,296576,equal
fragility,166621,7277,left
fragility,147680,11968,right
fragility,37189,230991,equal
fragility,84936,55850,left
fragility,31828,42923,right
fragility,111248,286401,equal
fragility,30176,299850,left
fragility,120510,195037,left
fragility,220334,209066,right
fragility,9121,151815,equal
fragility,70168,30443,left
fragility,208713,14559,right
fragility,175808,117871,right
fragility,173452,203458,right
fragility,92302,265028,left
fragility,197328,138820,right
fragility,18789,110505,equal
fragility,127279,297050,equal
fragility,39237,181940,right
fragility,70696,150704,equal
fragility,153406,58169,left
fragility,288140,271927,equal
fragility,217236,81594,left
fragility,143307,82729,right
fragility,168491,89166,equal
fragility,288589,158629,right
fragility,187741,38315,equal
fragility,3358,285558,left
fragility,176151,223664,equal
fragility,42985,169033,left
fragility,164712,155010,equal
fragility,209953,282748,left
fragility,151133,24634,left
fragility,76249,47931,left
fragility,192336,90412,equal
fragility,60820,88708,left
fragility,93206,281622,equal
fragility,211976,157803,equal
fragility,136120,44077,left
fragility,231412,239723,right
fragility,16646,236544,equal
fragility,202964,172223,right
fragility,308495,172915,left
fragility,224070,3402,left
fragility,264220,138582,equal
fragility,180369,209497,right
fragility,182971,32880,equal
fragility,194068,27538,equal
fragility,278204,222784,left
fragility,147710,57128,right
fragility,78863,66428,left
fragility,111248,221427,equal
fragility,87241,206580,left
fragility,237997,199322,right
fragility,294130,303683,left
fragility,272428,265401,left
fragility,298264,260092,equal
fragility,266038,281740,equal
fragility,298683,213722,right
fragility,279031,150113,right
fragility,168014,200690,left
fragility,155907,57534,left
fragility,268257,142467,left
fragility,159422,305397,equal
fragility,205031,281622,equal
fragility,166506,229976,equal
fragility,214595,236007,left
fragility,304352,273490,left
fragility,83218,27538,left
fragility,200434,141949,left
fragility,261323,100554,equal
fragility,274837,269012,left
fragility,136731,30442,left
fragility,92949,13975,equal
fragility,6511,168227,left
fragility,305415,170513,equal
fragility,90233,290532,left
fragility,8076,202607,left
fragility,250134,225349,left
fragility,224587,152152,left
fragility,105675,189623,equal
fragility,25069,157803,equal
fragility,216774,76598,left
fragility,60947,40718,equal
fragility,215250,247722,left
fragility,146201,294413,right
fragility,292488,57473,left
fragility,261363,38074,right
fragility,35386,16194,equal
fragility,156138,162566,right
fragility,204667,56508,left
fragility,267839,75995,equal
fragility,144736,263128,equal
fragility,267838,126507,right
fragility,61625,85390,right
fragility,127767,101434,left
fragility,278719,201796,right
fragility,3738,248743,right
fragility,32512,1998,equal
fragility,3402,99315,equal
fragility,227379,285296,equal
fragility,305891,63632,equal
fragility,35694,172042,left
fragility,251015,16324,equal
fragility,128812,67189,left
fragility,180895,109922,equal
fragility,212354,47393,equal
fragility,181144,37607,equal
fragility,235649,129214,equal
fragility,40485,199390,right
fragility,278519,58169,left
fragility,169033,236838,equal
fragility,204910,24634,left
fragility,192116,28971,equal
fragility,58464,180658,equal
fragility,110549,90965,left
fragility,167789,247722,equal
fragility,219174,32257,equal
fragility,143998,14554,equal
fragility,93660,249743,right
fragility,217236,257501,equal
fragility,204656,294875,left
fragility,44409,209343,left
fragility,237239,196434,left
fragility,294047,42819,equal
fragility,45299,137961,right
fragility,288285,7866,left
fragility,241364,151538,equal
fragility,98062,206203,equal
fragility,261380,130719,right
fragility,151592,23919,equal
fragility,191511,101533,equal
fragility,170886,34710,left
fragility,59356,7277,left
fragility,225791,278430,equal
fragility,196584,121253,right
fragility,107171,236315,right
fragility,102579,41929,equal
fragility,135896,290313,left
fragility,168491,137815,right
fragility,88456,93392,unclear
fragility,154899,168014,right
fragility,137681,26048,equal
fragility,143285,138142,left
fragility,102924,116082,unclear
fragility,227592,105302,equal
fragility,108861,72433,right
fragility,88321,262147,equal
fragility,17104,150211,unclear
fragility,303456,260829,right
fragility,169587,192644,right
fragility,45401,64704,equal
fragility,173528,106396,equal
fragility,302372,40105,equal
fragility,8719,161921,equal
fragility,218973,120195,left
fragility,26566,300383,right
fragility,296133,25182,equal
fragility,300831,284690,equal
fragility,14171,89170,left
fragility,281103,235266,equal
fragility,68519,278430,left
fragility,136925,223302,left
fragility,27529,79041,left
fragility,134791,198357,equal
fragility,214595,67431,left
fragility,261008,226494,equal
fragility,247327,220303,left
fragility,173528,74711,right
fragility,85866,161821,equal
fragility,234886,12670,equal
fragility,76032,265028,left
fragility,231412,290588,right
fragility,138351,265799,left
fragility,291124,197779,left
fragility,194068,232496,equal
fragility,133675,207114,equal
fragility,5856,203360,left
fragility,173450,157803,equal
fragility,39616,278520,left
fragility,37189,107993,left
fragility,42008,244848,equal
fragility,87610,179512,right
fragility,205655,72723,right
fragility,157094,79516,equal
fragility,184624,230519,equal
fragility,196902,272431,right
fragility,140333,213722,right
fragility,287252,181144,right
fragility,178932,24529,equal
fragility,302883,4184,left
fragility,279461,140748,left
fragility,176057,216348,left
fragility,191502,134715,equal
fragility,295218,289460,left
fragility,301326,151172,right
fragility,208267,108352,left
fragility,197487,246678,equal
fragility,201357,167025,left
fragility,234790,261645,unclear
fragility,124701,177342,equal
fragility,186260,108061,left
fragility,257634,146976,equal
fragility,127767,197031,left
fragility,89862,216121,equal
fragility,268257,292181,left
fragility,146623,24058,equal
fragility,171518,26217,left
fragility,300864,144025,equal
fragility,156304,117477,equal
fragility,247327,187148,equal
fragility,174742,267020,equal
fragility,37607,62196,left
fragility,204519,97170,right
fragility,3358,73032,equal
fragility,86168,292221,equal
fragility,241956,69210,left
fragility,198687,181082,equal
fragility,295605,206411,equal
fragility,37448,158474,right
fragility,136470,218274,right
fragility,174732,204551,right
fragility,261693,270792,left
fragility,87129,132658,unclear
fragility,307276,285499,equal
fragility,113707,200690,equal
fragility,48085,233570,left
fragility,98518,180369,equal
fragility,22672,213722,right
fragility,19266,264334,right
fragility,136007,142152,left
fragility,181679,296949,equal
fragility,110587,57442,equal
fragility,40105,302768,left
fragility,214916,68299,right
fragility,73268,231131,equal
fragility,8719,178932,equal
fragility,35433,19267,left
fragility,59624,297317,left
fragility,99016,24529,left
fragility,301418,129950,equal
fragility,250996,9783,equal
fragility,294130,221131,equal
fragility,37224,252112,right
fragility,116568,270796,unclear
fragility,104950,84748,left
fragility,234893,282667,equal
fragility,301384,105302,left
fragility,166808,39140,equal
fragility,23337,147605,equal
fragility,208267,123916,right
fragility,274837,132427,equal
fragility,32512,127668,right
fragility,220498,68519,right
fragility,276524,13950,equal
fragility,147633,226609,equal
fragility,273264,67431,left
fragility,16094,150555,left
fragility,86639,86628,equal
fragility,46996,93822,right
fragility,190330,23194,left
fragility,25598,205031,equal
fragility,111223,297839,equal
fragility,30442,71475,equal
fragility,252373,305891,right
fragility,93383,52173,equal
fragility,96838,56429,left
fragility,26329,57868,equal
fragility,40345,42986,right
fragility,166887,198606,left
fragility,293204,44056,left
fragility,211752,235286,left
fragility,55017,147817,equal
fragility,271385,152099,left
fragility,125229,266967,equal
fragility,186481,132954,equal
fragility,196497,307034,right
fragility,216561,254233,left
fragility,14554,300552,right
fragility,293615,216563,equal
fragility,223084,235373,equal
fragility,64651,42106,left
fragility,238017,215885,equal
fragility,26136,112848,left
fragility,119180,14947,left
fragility,240883,201781,right
fragility,38885,280209,right
fragility,53983,99297,equal
fragility,65392,216561,right
fragility,257053,285296,right
fragility,26851,180369,left
fragility,240228,296548,equal
fragility,217236,296549,left
fragility,76249,174168,right
fragility,64583,137519,right
fragility,153192,17091,equal
fragility,242802,131215,left
fragility,298533,299976,unclear
fragility,224673,48760,equal
fragility,37841,263128,equal
fragility,205385,192644,right
fragility,132821,254893,left
fragility,286200,113979,right
fragility,163249,189397,right
fragility,210007,104835,left
fragility,220027,23919,right
fragility,124341,193775,right
fragility,279889,59356,right
fragility,187668,236007,right
fragility,227040,68519,equal
fragility,92866,29165,right
fragility,170472,54540,left
fragility,86268,116563,equal
fragility,37607,206322,left
fragility,24241,229976,left
fragility,43857,29794,equal
fragility,197328,191048,equal
fragility,122214,106227,equal
fragility,285296,6511,left
fragility,142184,26505,equal
fragility,284830,113979,right
fragility,209093,94427,left
fragility,71074,136925,equal
fragility,70031,54362,left
fragility,211754,240284,right
fragility,56245,5296,right
fragility,216348,239963,equal
fragility,192288,43378,right
fragility,243742,216122,left
fragility,222185,300383,right
fragility,210170,181160,right
fragility,117871,79968,left
fragility,171318,162454,equal
fragility,70000,210952,equal
fragility,195810,158186,equal
fragility,217453,49271,left
fragility,242612,206600,right
fragility,165907,132954,right
fragility,196584,43402,equal
fragility,55969,49271,left
fragility,159762,198334,right
fragility,139564,188532,equal
fragility,43857,40105,equal
fragility,188539,89920,right
fragility,51784,206892,left
fragility,148818,127186,left
fragility,109808,267024,right
fragility,186333,44466,right
fragility,71443,58287,equal
fragility,117910,168497,left
fragility,19269,123053,left
fragility,42130,123944,left
fragility,248019,288119,equal
fragility,297029,296279,equal
fragility,211419,55606,left
fragility,61495,62025,right
fragility,248019,242240,equal
fragility,187490,281513,right
fragility,295859,122214,left
fragility,51784,9121,right
fragility,307110,98147,equal
fragility,175808,130198,equal
fragility,186252,20458,left
fragility,278520,108939,equal
fragility,250285,267024,right
fragility,159762,270402,equal
fragility,78425,136731,right
fragility,81043,22655,right
fragility,103318,251015,equal
fragility,106227,132023,right
fragility,110787,30442,equal
fragility,92302,232444,left
fragility,251829,83864,left
fragility,63990,296133,left
fragility,206631,191511,left
fragility,14625,99822,right
fragility,223508,93383,equal
fragility,111569,162642,left
fragility,29529,216563,equal
fragility,49944,217453,right
fragility,278777,153082,right
fragility,59475,138582,equal
fragility,20115,127200,unclear
fragility,156143,248406,left
fragility,283983,89119,left
fragility,127186,117479,equal
fragility,60193,11114,equal
fragility,48763,205031,equal
